contest	year	month	day	time	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalsShoot	homeTotalGoalsReceived	homeTotalGoalDiff	guestTotalGoalsShoot	guestTotalGoalsReceived	guestTotalGoalDiff	homeTeamGoalsShootAtHome	homeTeamGoalsReceivedAtHome	homeTeamGoalsDiffAtHome	homeTeamGoalsShootAway	homeTeamGoalsReceivedAway	homeTeamGoalsDiffAway	guestTeamGoalsShootAtHome	guestTeamGoalsReceivedAtHome	guestTeamGoalsDiffAtHome	guestTeamGoalsShootAway	guestTeamGoalsReceivedAway	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints	fortlfd
ÖFB-Cup  ÖFB-Cup	2018	09	Di	16:00	3	SV Leobendorf	SC Rheindorf Altach	-1.000000	0.000000	0.000000	0.000000	1.333333	1.666667	-0.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.200000	2.200000	-1.000000	1.500000	1.000000	0.500000	0.000000	0.555556	338
ÖFB-Cup  ÖFB-Cup	2018	09	Di	19:00	3	TSV Hartberg	WSG Wattens	3.000000	1.111111	0.555556	0.555556	0.000000	0.000000	0.000000	1.500000	1.250000	0.250000	0.800000	2.200000	-1.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.777778	0.000000	339
ÖFB-Cup  ÖFB-Cup	2018	09	Mi	20:45	3	FK Austria Wien	SK Sturm Graz	2.000000	1.444444	0.555556	0.888889	1.230769	1.923077	-0.692308	2.000000	1.250000	0.750000	1.000000	0.600000	0.400000	1.166667	1.833333	-0.666667	1.285714	2.000000	-0.714286	1.777778	1.153846	340
ÖFB-Cup  ÖFB-Cup	2018	09	Mi	20:30	3	SC Schwaz	Red Bull Salzburg	-6.000000	0.000000	0.000000	0.000000	2.500000	0.714286	1.785714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.428571	0.714286	1.714286	2.571429	0.714286	1.857143	0.000000	2.714286	341
ÖFB-Cup  ÖFB-Cup	2018	09	Mi	19:00	3	ATSV Stadl-Paura	LASK	-8.000000	0.000000	0.000000	0.000000	1.846154	0.615385	1.230769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.400000	1.600000	1.750000	0.750000	1.000000	0.000000	2.384615	342
ÖFB-Cup  ÖFB-Cup	2018	09	Mi	19:00	4	FC Pinzgau Saalfelden	SKN St. Pölten	-5.000000	0.000000	0.000000	0.000000	2.222222	0.777778	1.444444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.200000	0.800000	2.500000	0.250000	2.250000	0.000000	2.222222	343
ÖFB-Cup  ÖFB-Cup	2018	09	Mi	18:30	3	SV Mattersburg	SK Rapid Wien	0.000000	1.333333	1.222222	0.111111	1.785714	0.928571	0.857143	0.333333	3.666667	-3.333333	1.833333	1.666667	0.166667	1.714286	0.571429	1.142857	1.857143	1.285714	0.571429	1.111111	1.500000	344
ÖFB-Cup  ÖFB-Cup	2018	09	Mi	19:00	3	SC Neusiedl/See	FC Wacker Innsbruck	-2.000000	1.000000	0.000000	1.000000	1.444444	2.111111	-0.666667	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.250000	2.250000	-1.000000	1.600000	2.000000	-0.400000	3.000000	1.000000	345
Bundesliga  Bundesliga	2018	09	Sa	17:00	3	Wolfsberger AC	Red Bull Salzburg	-3.000000	2.100000	0.200000	1.900000	2.733333	0.666667	2.066667	2.250000	0.500000	1.750000	2.000000	1.166667	0.833333	2.428571	0.714286	1.714286	3.000000	0.625000	2.375000	2.000000	2.733333	346
Bundesliga  Bundesliga	2018	09	Sa	17:00	3	SK Rapid Wien	SKN St. Pölten	-2.000000	1.733333	0.266667	1.466667	2.500000	0.700000	1.800000	1.714286	0.571429	1.142857	1.750000	1.250000	0.500000	2.000000	1.200000	0.800000	3.000000	0.200000	2.800000	1.466667	2.300000	347
Bundesliga  Bundesliga	2018	09	Sa	17:00	6	FC Admira Wacker Mödling	SC Rheindorf Altach	-2.000000	0.727273	0.909091	-0.181818	1.400000	1.600000	-0.200000	0.600000	2.000000	-1.400000	0.833333	2.000000	-1.166667	1.200000	2.200000	-1.000000	1.600000	1.000000	0.600000	0.636364	0.800000	348
Bundesliga  Bundesliga	2018	09	So	14:30	4	TSV Hartberg	FK Austria Wien	-1.000000	1.300000	0.500000	0.800000	1.500000	0.800000	0.700000	1.800000	1.000000	0.800000	0.800000	2.200000	-1.400000	2.000000	1.000000	1.000000	1.000000	0.600000	0.400000	1.000000	1.900000	349
Bundesliga  Bundesliga	2018	09	So	17:00	4	LASK	SK Sturm Graz	0.000000	2.285714	0.142857	2.142857	1.142857	1.928571	-0.785714	2.000000	0.400000	1.600000	2.444444	0.666667	1.777778	1.166667	1.833333	-0.666667	1.125000	2.000000	-0.875000	2.428571	1.071429	350
Bundesliga  Bundesliga	2018	09	So	14:30	4	SV Mattersburg	FC Wacker Innsbruck	1.000000	1.300000	1.200000	0.100000	1.600000	2.000000	-0.400000	0.500000	3.000000	-2.500000	1.833333	1.666667	0.166667	1.250000	2.250000	-1.000000	1.833333	1.833333	0.000000	1.100000	1.200000	351
Europa League  Europa League	2018	10	Do	18:55	5	Red Bull Salzburg	Celtic Glasgow	2.000000	2.812500	0.312500	2.500000	0.000000	0.000000	0.000000	2.428571	0.714286	1.714286	3.111111	0.666667	2.444444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.750000	0.000000	352
Europa League  Europa League	2018	10	Do	21:00	5	Glasgow Rangers	SK Rapid Wien	2.000000	0.000000	0.000000	0.000000	1.625000	1.000000	0.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.500000	0.750000	0.750000	1.750000	1.250000	0.500000	0.000000	1.375000	353
Bundesliga  Bundesliga	2018	10	Sa	17:00	6	SC Rheindorf Altach	FK Austria Wien	2.000000	1.636364	1.000000	0.636364	1.454545	0.727273	0.727273	1.200000	2.200000	-1.000000	2.000000	1.166667	0.833333	2.000000	1.000000	1.000000	1.000000	0.500000	0.500000	1.000000	2.000000	354
Bundesliga  Bundesliga	2018	10	Sa	17:00	7	SKN St. Pölten	FC Admira Wacker Mödling	0.000000	2.454545	0.545455	1.909091	0.833333	2.166667	-1.333333	2.000000	1.200000	0.800000	2.833333	0.166667	2.666667	0.833333	2.333333	-1.500000	0.833333	2.000000	-1.166667	2.363636	0.583333	355
Bundesliga  Bundesliga	2018	10	Sa	17:00	7	Wolfsberger AC	TSV Hartberg	-1.000000	2.000000	0.545455	1.454545	1.181818	1.545455	-0.363636	2.000000	1.200000	0.800000	2.000000	1.166667	0.833333	1.500000	1.000000	0.500000	0.800000	2.200000	-1.400000	1.818182	0.909091	356
Bundesliga  Bundesliga	2018	10	So	17:00	7	SK Sturm Graz	Red Bull Salzburg	-1.000000	1.066667	0.733333	0.333333	2.823529	0.705882	2.117647	1.166667	1.833333	-0.666667	1.000000	1.777778	-0.777778	2.500000	0.750000	1.750000	3.111111	0.666667	2.444444	1.066667	2.764706	357
Bundesliga  Bundesliga	2018	10	So	14:30	7	FC Wacker Innsbruck	LASK	1.000000	1.545455	0.818182	0.727273	2.133333	0.533333	1.600000	1.250000	2.250000	-1.000000	1.714286	1.857143	-0.142857	1.666667	0.333333	1.333333	2.444444	0.666667	1.777778	1.090909	2.333333	358
Bundesliga  Bundesliga	2018	10	So	14:30	3	SK Rapid Wien	SV Mattersburg	1.000000	1.588235	0.352941	1.235294	1.363636	2.090909	-0.727273	1.500000	0.750000	0.750000	1.666667	1.444444	0.222222	0.800000	2.600000	-1.800000	1.833333	1.666667	0.166667	1.294118	1.272727	359
Bundesliga  Bundesliga	2018	10	Sa	17:00	13	Red Bull Salzburg	FC Wacker Innsbruck	0.000000	2.777778	0.333333	2.444444	1.500000	1.833333	-0.333333	2.500000	0.750000	1.750000	3.000000	0.700000	2.300000	1.200000	1.800000	-0.600000	1.714286	1.857143	-0.142857	2.777778	1.250000	360
Bundesliga  Bundesliga	2018	10	Sa	17:00	13	LASK	SC Rheindorf Altach	0.000000	2.000000	0.125000	1.875000	1.666667	1.500000	0.166667	1.666667	0.333333	1.333333	2.200000	0.700000	1.500000	1.333333	1.833333	-0.500000	2.000000	1.166667	0.833333	2.187500	1.166667	361
Bundesliga  Bundesliga	2018	10	Sa	17:00	13	TSV Hartberg	SK Rapid Wien	3.000000	1.416667	0.500000	0.916667	1.555556	1.055556	0.500000	1.500000	1.000000	0.500000	1.333333	2.333333	-1.000000	1.444444	0.666667	0.777778	1.666667	1.444444	0.222222	1.083333	1.388889	362
Bundesliga  Bundesliga	2018	10	So	17:00	15	FK Austria Wien	SK Sturm Graz	0.000000	1.333333	0.416667	0.916667	1.062500	1.812500	-0.750000	2.000000	1.000000	1.000000	0.857143	0.714286	0.142857	1.142857	1.857143	-0.714286	1.000000	1.777778	-0.777778	1.833333	1.000000	363
Bundesliga  Bundesliga	2018	10	So	14:30	15	SV Mattersburg	SKN St. Pölten	2.000000	1.250000	1.083333	0.166667	2.250000	0.583333	1.666667	0.800000	2.600000	-1.800000	1.571429	1.571429	0.000000	1.666667	1.000000	0.666667	2.833333	0.166667	2.666667	1.166667	2.250000	364
Bundesliga  Bundesliga	2018	10	So	14:30	15	FC Admira Wacker Mödling	Wolfsberger AC	0.000000	0.769231	1.076923	-0.307692	2.083333	1.416667	0.666667	0.833333	2.333333	-1.500000	0.714286	1.714286	-1.000000	2.166667	1.666667	0.500000	2.000000	1.166667	0.833333	0.615385	1.666667	365
Europa League  Europa League	2018	10	Do	18:55	5	Red Bull Salzburg	Rosenborg BK	3.000000	2.684211	0.368421	2.315789	0.000000	0.000000	0.000000	2.333333	0.777778	1.555556	3.000000	0.700000	2.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.684211	0.000000	366
Europa League  Europa League	2018	10	Do	21:00	5	FC Villarreal	SK Rapid Wien	5.000000	0.000000	0.000000	0.000000	1.473684	1.157895	0.315789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.444444	0.666667	0.777778	1.500000	1.600000	-0.100000	0.000000	1.315789	367
Bundesliga  Bundesliga	2018	10	Sa	17:00	6	FC Wacker Innsbruck	FK Austria Wien	0.000000	1.461538	0.692308	0.769231	1.307692	0.846154	0.461538	1.200000	1.800000	-0.600000	1.625000	1.750000	-0.125000	1.833333	1.000000	0.833333	0.857143	0.714286	0.142857	1.230769	1.769231	368
Bundesliga  Bundesliga	2018	10	Sa	17:00	6	TSV Hartberg	SK Sturm Graz	2.000000	1.538462	0.461538	1.076923	1.058824	1.764706	-0.705882	1.714286	0.857143	0.857143	1.333333	2.333333	-1.000000	1.142857	1.857143	-0.714286	1.000000	1.700000	-0.700000	1.230769	1.000000	369
Bundesliga  Bundesliga	2018	10	Sa	17:00	6	SV Mattersburg	SC Rheindorf Altach	0.000000	1.307692	1.000000	0.307692	1.615385	1.461538	0.153846	1.000000	2.166667	-1.166667	1.571429	1.571429	0.000000	1.333333	1.833333	-0.500000	1.857143	1.142857	0.714286	1.307692	1.153846	370
Bundesliga  Bundesliga	2018	10	So	17:00	3	LASK	Red Bull Salzburg	0.000000	1.941176	0.176471	1.764706	2.700000	0.700000	2.000000	1.571429	0.428571	1.142857	2.200000	0.700000	1.500000	2.400000	0.700000	1.700000	3.000000	0.700000	2.300000	2.117647	2.700000	371
Bundesliga  Bundesliga	2018	10	So	14:30	7	Wolfsberger AC	SKN St. Pölten	1.000000	1.923077	0.769231	1.153846	2.076923	0.692308	1.384615	2.166667	1.666667	0.500000	1.714286	1.000000	0.714286	1.666667	1.000000	0.666667	2.428571	0.428571	2.000000	1.615385	2.076923	372
Bundesliga  Bundesliga	2018	10	So	14:30	3	SK Rapid Wien	FC Admira Wacker Mödling	2.000000	1.400000	0.300000	1.100000	0.714286	1.857143	-1.142857	1.444444	0.666667	0.777778	1.363636	1.909091	-0.545455	0.714286	2.000000	-1.285714	0.714286	1.714286	-1.000000	1.250000	0.642857	373
ÖFB-Cup  ÖFB-Cup	2018	10	Di	20:20	3	FK Austria Wien	Floridsdorfer AC	2.000000	1.214286	0.428571	0.785714	0.000000	0.000000	0.000000	1.833333	1.000000	0.833333	0.750000	0.625000	0.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.714286	0.000000	374
ÖFB-Cup  ÖFB-Cup	2018	10	Di	18:00	3	TSV Hartberg	FC Wacker Innsbruck	1.000000	1.571429	0.428571	1.142857	1.357143	1.642857	-0.285714	1.750000	0.750000	1.000000	1.333333	2.333333	-1.000000	1.000000	1.500000	-0.500000	1.625000	1.750000	-0.125000	1.357143	1.214286	375
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	18:30	3	SC Austria Lustenau	Red Bull Salzburg	-1.000000	0.000000	0.000000	0.000000	2.714286	0.809524	1.904762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.400000	0.700000	1.700000	3.000000	0.909091	2.090909	0.000000	2.619048	376
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	18:30	3	SC Rheindorf Altach	LASK	-3.000000	1.571429	0.785714	0.785714	2.000000	0.722222	1.277778	1.333333	1.833333	-0.500000	1.750000	1.125000	0.625000	1.750000	0.750000	1.000000	2.200000	0.700000	1.500000	1.142857	2.055556	377
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	19:00	3	SV Lafnitz	SKN St. Pölten	-1.000000	0.000000	0.000000	0.000000	1.928571	0.714286	1.214286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.666667	1.000000	0.666667	2.125000	0.500000	1.625000	0.000000	1.928571	378
ÖFB-Cup  ÖFB-Cup	2018	10	Mi	18:00	3	Wolfsberger AC	SK Rapid Wien	-3.000000	1.857143	0.714286	1.142857	1.428571	1.285714	0.142857	2.000000	1.428571	0.571429	1.714286	1.000000	0.714286	1.500000	0.600000	0.900000	1.363636	1.909091	-0.545455	1.714286	1.333333	379
Bundesliga  Bundesliga	2018	11	Sa	17:00	7	SK Sturm Graz	FC Wacker Innsbruck	0.000000	1.000000	0.722222	0.277778	1.466667	1.800000	-0.333333	1.142857	1.857143	-0.714286	0.909091	1.727273	-0.818182	1.000000	1.500000	-0.500000	1.777778	2.000000	-0.222222	0.944444	1.133333	380
Bundesliga  Bundesliga	2018	11	Sa	17:00	3	SKN St. Pölten	LASK	0.000000	2.000000	0.400000	1.600000	2.052632	0.684211	1.368421	1.666667	1.000000	0.666667	2.222222	0.666667	1.555556	1.750000	0.750000	1.000000	2.272727	0.636364	1.636364	2.000000	2.105263	381
Bundesliga  Bundesliga	2018	11	Sa	17:00	6	FC Admira Wacker Mödling	TSV Hartberg	-1.000000	0.666667	0.933333	-0.266667	1.733333	1.533333	0.200000	0.714286	2.000000	-1.285714	0.625000	1.750000	-1.125000	2.000000	1.000000	1.000000	1.333333	2.333333	-1.000000	0.600000	1.466667	382
Bundesliga  Bundesliga	2018	11	So	14:30	5	FK Austria Wien	Wolfsberger AC	-1.000000	1.333333	0.466667	0.866667	1.733333	1.333333	0.400000	2.000000	1.000000	1.000000	0.750000	0.625000	0.125000	1.750000	1.625000	0.125000	1.714286	1.000000	0.714286	1.800000	1.600000	383
Bundesliga  Bundesliga	2018	11	So	14:30	4	Red Bull Salzburg	SV Mattersburg	1.000000	2.636364	0.318182	2.318182	1.285714	1.785714	-0.500000	2.400000	0.700000	1.700000	2.833333	0.833333	2.000000	1.000000	2.000000	-1.000000	1.571429	1.571429	0.000000	2.636364	1.285714	384
Bundesliga  Bundesliga	2018	11	So	17:00	4	SC Rheindorf Altach	SK Rapid Wien	0.000000	1.466667	0.933333	0.533333	1.500000	1.227273	0.272727	1.142857	2.000000	-0.857143	1.750000	1.125000	0.625000	1.500000	0.600000	0.900000	1.500000	1.750000	-0.250000	1.066667	1.409091	385
Europa League  Europa League	2018	11	Do	21:00	4	Rosenborg BK	Red Bull Salzburg	-3.000000	0.000000	0.000000	0.000000	2.608696	0.782609	1.826087	0.000000	0.000000	0.000000	0.000000	3.000000	-3.000000	2.363636	0.727273	1.636364	2.833333	0.833333	2.000000	0.000000	2.652174	386
Europa League  Europa League	2018	11	Do	18:55	4	SK Rapid Wien	FC Villarreal	0.000000	1.521739	0.260870	1.260870	5.000000	0.000000	5.000000	1.500000	0.600000	0.900000	1.538462	1.769231	-0.230769	5.000000	0.000000	5.000000	0.000000	0.000000	0.000000	1.391304	3.000000	387
Bundesliga  Bundesliga	2018	11	Sa	17:00	7	SK Sturm Graz	SKN St. Pölten	0.000000	1.000000	0.736842	0.263158	2.000000	0.875000	1.125000	1.125000	1.750000	-0.625000	0.909091	1.727273	-0.818182	1.714286	1.142857	0.571429	2.222222	0.666667	1.555556	0.947368	1.937500	388
Bundesliga  Bundesliga	2018	11	Sa	17:00	7	LASK	FC Admira Wacker Mödling	4.000000	2.050000	0.300000	1.750000	0.750000	1.937500	-1.187500	1.750000	0.750000	1.000000	2.250000	0.750000	1.500000	0.875000	2.125000	-1.250000	0.625000	1.750000	-1.125000	2.050000	0.562500	389
Bundesliga  Bundesliga	2018	11	Sa	17:00	7	FC Wacker Innsbruck	SC Rheindorf Altach	1.000000	1.437500	0.562500	0.875000	1.500000	1.562500	-0.062500	1.000000	1.500000	-0.500000	1.700000	1.900000	-0.200000	1.250000	2.000000	-0.750000	1.750000	1.125000	0.625000	1.125000	1.062500	390
Bundesliga  Bundesliga	2018	11	So	17:00	7	FK Austria Wien	Red Bull Salzburg	-2.000000	1.375000	0.625000	0.750000	2.708333	0.833333	1.875000	2.000000	1.250000	0.750000	0.750000	0.625000	0.125000	2.363636	0.727273	1.636364	3.000000	0.923077	2.076923	1.687500	2.666667	391
Bundesliga  Bundesliga	2018	11	So	14:30	7	Wolfsberger AC	SK Rapid Wien	2.000000	1.812500	0.812500	1.000000	1.458333	1.208333	0.250000	1.750000	1.625000	0.125000	1.875000	1.125000	0.750000	1.363636	0.545455	0.818182	1.538462	1.769231	-0.230769	1.687500	1.375000	392
Bundesliga  Bundesliga	2018	11	So	14:30	7	SV Mattersburg	TSV Hartberg	-1.000000	1.266667	0.933333	0.333333	1.812500	1.562500	0.250000	1.000000	2.000000	-1.000000	1.500000	1.625000	-0.125000	2.000000	1.000000	1.000000	1.571429	2.285714	-0.714286	1.200000	1.562500	393
Bundesliga  Bundesliga	2018	11	Sa	17:00	13	FC Admira Wacker Mödling	FK Austria Wien	-1.000000	0.764706	1.000000	-0.235294	1.294118	1.000000	0.294118	0.875000	2.125000	-1.250000	0.666667	2.111111	-1.444444	1.777778	1.333333	0.444444	0.750000	0.625000	0.125000	0.529412	1.588235	394
Bundesliga  Bundesliga	2018	11	Sa	17:00	13	TSV Hartberg	Red Bull Salzburg	-4.000000	1.823529	0.529412	1.294118	2.680000	0.800000	1.880000	2.000000	1.000000	1.000000	1.625000	2.125000	-0.500000	2.363636	0.727273	1.636364	2.928571	0.857143	2.071429	1.647059	2.680000	395
Bundesliga  Bundesliga	2018	11	Sa	17:00	13	Wolfsberger AC	SV Mattersburg	0.000000	1.882353	0.823529	1.058824	1.250000	1.812500	-0.562500	1.888889	1.555556	0.333333	1.875000	1.125000	0.750000	1.000000	2.000000	-1.000000	1.500000	1.625000	-0.125000	1.764706	1.125000	396
Bundesliga  Bundesliga	2018	11	So	14:30	15	SC Rheindorf Altach	SK Sturm Graz	-2.000000	1.411765	0.941176	0.470588	0.950000	1.650000	-0.700000	1.250000	2.000000	-0.750000	1.555556	1.111111	0.444444	1.000000	1.555556	-0.555556	0.909091	1.727273	-0.818182	1.000000	0.950000	397
Bundesliga  Bundesliga	2018	11	So	17:00	15	SK Rapid Wien	LASK	-1.000000	1.440000	0.240000	1.200000	2.190476	0.761905	1.428571	1.363636	0.545455	0.818182	1.500000	1.857143	-0.357143	2.111111	0.777778	1.333333	2.250000	0.750000	1.500000	1.320000	2.095238	398
Bundesliga  Bundesliga	2018	11	So	14:30	15	SKN St. Pölten	FC Wacker Innsbruck	2.000000	1.882353	0.470588	1.411765	1.411765	1.647059	-0.235294	1.714286	1.142857	0.571429	2.000000	0.600000	1.400000	1.000000	1.285714	-0.285714	1.700000	1.900000	-0.200000	1.882353	1.235294	399
Europa League  Europa League	2018	11	Do	18:55	5	Red Bull Salzburg	RasenBallsport Leipzig	1.000000	2.730769	0.307692	2.423077	2.000000	3.000000	-1.000000	2.363636	0.727273	1.636364	3.000000	0.800000	2.200000	2.000000	3.000000	-1.000000	0.000000	0.000000	0.000000	2.692308	0.000000	400
Europa League  Europa League	2018	11	Do	16:50	4	Spartak Moskau	SK Rapid Wien	-1.000000	0.000000	0.000000	0.000000	1.384615	1.269231	0.115385	0.000000	0.000000	0.000000	0.000000	2.000000	-2.000000	1.250000	0.583333	0.666667	1.500000	1.857143	-0.357143	0.000000	1.269231	401
Bundesliga  Bundesliga	2018	12	Sa	17:00	7	FK Austria Wien	SKN St. Pölten	2.000000	1.333333	0.666667	0.666667	1.888889	0.777778	1.111111	1.777778	1.333333	0.444444	0.888889	0.666667	0.222222	1.750000	1.000000	0.750000	2.000000	0.600000	1.400000	1.666667	1.944444	402
Bundesliga  Bundesliga	2018	12	Sa	17:00	6	LASK	TSV Hartberg	0.000000	2.136364	0.318182	1.818182	1.722222	1.666667	0.055556	2.111111	0.777778	1.333333	2.153846	0.692308	1.461538	1.800000	1.300000	0.500000	1.625000	2.125000	-0.500000	2.136364	1.555556	403
Bundesliga  Bundesliga	2018	12	Sa	17:00	7	SV Mattersburg	FC Admira Wacker Mödling	0.000000	1.294118	0.941176	0.352941	0.777778	2.111111	-1.333333	1.000000	2.000000	-1.000000	1.555556	1.666667	-0.111111	0.888889	2.111111	-1.222222	0.666667	2.111111	-1.444444	1.117647	0.500000	404
Bundesliga  Bundesliga	2018	12	So	17:00	7	SK Sturm Graz	Wolfsberger AC	3.000000	1.000000	0.666667	0.333333	1.888889	1.388889	0.500000	1.000000	1.555556	-0.555556	1.000000	1.583333	-0.583333	1.900000	1.600000	0.300000	1.875000	1.125000	0.750000	1.047619	1.722222	405
Bundesliga  Bundesliga	2018	12	So	14:30	3	Red Bull Salzburg	SC Rheindorf Altach	1.000000	2.666667	0.296296	2.370370	1.333333	1.555556	-0.222222	2.250000	0.666667	1.583333	3.000000	0.800000	2.200000	1.111111	2.000000	-0.888889	1.555556	1.111111	0.444444	2.703704	0.944444	406
Bundesliga  Bundesliga	2018	12	So	14:30	3	FC Wacker Innsbruck	SK Rapid Wien	-1.000000	1.333333	0.500000	0.833333	1.407407	1.259259	0.148148	1.000000	1.285714	-0.285714	1.545455	1.909091	-0.363636	1.250000	0.583333	0.666667	1.533333	1.800000	-0.266667	1.166667	1.333333	407
Bundesliga  Bundesliga	2018	12	Sa	17:00	6	FC Admira Wacker Mödling	Red Bull Salzburg	0.000000	0.842105	1.000000	-0.157895	2.607143	0.714286	1.892857	0.888889	2.111111	-1.222222	0.800000	2.100000	-1.300000	2.153846	0.615385	1.538462	3.000000	0.800000	2.200000	0.526316	2.714286	408
Bundesliga  Bundesliga	2018	12	Sa	17:00	7	Wolfsberger AC	LASK	0.000000	1.789474	0.842105	0.947368	2.173913	0.826087	1.347826	1.900000	1.600000	0.300000	1.666667	1.333333	0.333333	2.200000	1.000000	1.200000	2.153846	0.692308	1.461538	1.631579	2.086957	409
Bundesliga  Bundesliga	2018	12	Sa	17:00	7	SKN St. Pölten	SC Rheindorf Altach	1.000000	1.789474	0.421053	1.368421	1.263158	1.526316	-0.263158	1.750000	1.000000	0.750000	1.818182	0.727273	1.090909	1.111111	2.000000	-0.888889	1.400000	1.100000	0.300000	1.842105	0.894737	410
Bundesliga  Bundesliga	2018	12	So	14:30	8	SV Mattersburg	FK Austria Wien	1.000000	1.333333	1.000000	0.333333	1.368421	0.947368	0.421053	1.111111	2.000000	-0.888889	1.555556	1.666667	-0.111111	1.800000	1.200000	0.600000	0.888889	0.666667	0.222222	1.111111	1.736842	411
Bundesliga  Bundesliga	2018	12	So	17:00	7	SK Rapid Wien	SK Sturm Graz	0.000000	1.392857	0.250000	1.142857	1.090909	1.500000	-0.409091	1.250000	0.583333	0.666667	1.500000	1.687500	-0.187500	1.200000	1.400000	-0.200000	1.000000	1.583333	-0.583333	1.392857	1.136364	412
Bundesliga  Bundesliga	2018	12	So	14:30	7	TSV Hartberg	FC Wacker Innsbruck	0.000000	1.789474	0.684211	1.105263	1.263158	1.631579	-0.368421	1.800000	1.300000	0.500000	1.777778	2.222222	-0.444444	0.875000	1.250000	-0.375000	1.545455	1.909091	-0.363636	1.526316	1.105263	413
Europa League  Europa League	2018	12	Do	21:00	5	Celtic Glasgow	Red Bull Salzburg	-1.000000	1.000000	0.000000	1.000000	2.586207	0.758621	1.827586	0.000000	0.000000	0.000000	1.000000	3.000000	-2.000000	2.153846	0.615385	1.538462	2.937500	0.875000	2.062500	0.000000	2.655172	414
Europa League  Europa League	2018	12	Do	18:55	4	SK Rapid Wien	Glasgow Rangers	1.000000	1.344828	0.241379	1.103448	3.000000	1.000000	2.000000	1.153846	0.538462	0.615385	1.500000	1.687500	-0.187500	3.000000	1.000000	2.000000	0.000000	0.000000	0.000000	1.379310	3.000000	415
Bundesliga  Bundesliga	2018	12	Sa	17:00	6	SK Sturm Graz	FC Admira Wacker Mödling	3.000000	1.043478	0.608696	0.434783	0.900000	2.100000	-1.200000	1.200000	1.400000	-0.200000	0.923077	1.461538	-0.538462	1.000000	2.100000	-1.100000	0.800000	2.100000	-1.300000	1.130435	0.550000	416
Bundesliga  Bundesliga	2018	12	Sa	17:00	7	LASK	SV Mattersburg	1.000000	2.125000	0.416667	1.708333	1.368421	1.789474	-0.421053	2.200000	1.000000	1.200000	2.071429	0.714286	1.357143	1.200000	1.900000	-0.700000	1.555556	1.666667	-0.111111	2.041667	1.210526	417
Bundesliga  Bundesliga	2018	12	Sa	17:00	7	FC Wacker Innsbruck	Wolfsberger AC	0.000000	1.300000	0.500000	0.800000	1.750000	1.450000	0.300000	0.875000	1.250000	-0.375000	1.583333	1.916667	-0.333333	1.818182	1.545455	0.272727	1.666667	1.333333	0.333333	1.100000	1.600000	418
Bundesliga  Bundesliga	2018	12	So	17:00	7	FK Austria Wien	SK Rapid Wien	5.000000	1.350000	0.600000	0.750000	1.333333	1.133333	0.200000	1.800000	1.200000	0.600000	0.900000	0.800000	0.100000	1.142857	0.500000	0.642857	1.500000	1.687500	-0.187500	1.650000	1.433333	419
Bundesliga  Bundesliga	2018	12	So	14:30	3	Red Bull Salzburg	SKN St. Pölten	4.000000	2.566667	0.266667	2.300000	1.800000	0.850000	0.950000	2.153846	0.615385	1.538462	2.882353	0.882353	2.000000	1.777778	1.000000	0.777778	1.818182	0.727273	1.090909	2.666667	1.900000	420
Bundesliga  Bundesliga	2018	12	So	14:30	8	SC Rheindorf Altach	TSV Hartberg	5.000000	1.250000	0.900000	0.350000	1.800000	1.750000	0.050000	1.111111	2.000000	-0.888889	1.363636	1.181818	0.181818	1.818182	1.363636	0.454545	1.777778	2.222222	-0.444444	0.850000	1.500000	421
Europa League  Europa League	2019	02	Do	21:00	60	FC Brügge	Red Bull Salzburg	1.000000	0.000000	0.000000	0.000000	2.645161	0.774194	1.870968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.357143	0.642857	1.714286	2.882353	0.882353	2.000000	0.000000	2.677419	422
Europa League  Europa League	2019	02	Do	18:55	60	SK Rapid Wien	Inter Mailand	-1.000000	1.322581	0.225806	1.096774	0.000000	0.000000	0.000000	1.142857	0.500000	0.642857	1.470588	1.941176	-0.470588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.387097	0.000000	423
