contest	date	year	month	day	time	viewers	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalDiff	guestTotalGoalDiff	homeTeamGoalsDiffAtHome	homeTeamGoalsDiffAway	guestTeamGoalsDiffAtHome	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints
ÖFB-Cup  ÖFB-Cup	20.07.2018	2018	07	Fr	19:00	3,100	45	WSC Hertha Wels	LASK	-3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	20.07.2018	2018	07	Fr	18:30	1,000	45	SK Maria Saal	SKN St. Pölten	-6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	20.07.2018	2018	07	Fr	20:20	2,000	45	FC Kufstein	SK Rapid Wien	-5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	20.07.2018	2018	07	Fr	19:00	800	45	SC Neusiedl/See	FC Admira Wacker Mödling	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	20.07.2018	2018	07	Fr	19:00	530	45	SV Allerheiligen	SV Mattersburg	-2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	20.07.2018	2018	07	Fr	18:30	150	45	SV Grödig	TSV Hartberg	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	21.07.2018	2018	07	Sa	16:30	1,000	45	ASV Siegendorf	SK Sturm Graz	-2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	21.07.2018	2018	07	Sa	18:00	600	45	Union Gurten	Wolfsberger AC	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	21.07.2018	2018	07	Sa	17:00	800	45	Team Wiener Linien	FC Wacker Innsbruck	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	22.07.2018	2018	07	So	11:00	2,152	45	FV Austria XIII	FK Austria Wien	-4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	22.07.2018	2018	07	So	17:15	2,112	45	ASKÖ Oedt	Red Bull Salzburg	-6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ÖFB-Cup  ÖFB-Cup	22.07.2018	2018	07	So	16:30	600	45	SC/ESV Parndorf	SC Rheindorf Altach	-3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	25.07.2018	2018	07	Mi	20:30	53,106	4	Ajax Amsterdam	SK Sturm Graz	2.000000	0.000000	2.000000	0.000000	0.000000	0.000000	2.000000	0.000000	3.000000
Europa League Qualifikation  Europa League Qualifikation	26.07.2018	2018	07	Do	19:45	8,304	6	LASK	Lillestrøm SK	4.000000	3.000000	0.000000	0.000000	3.000000	0.000000	0.000000	3.000000	0.000000
Europa League Qualifikation  Europa League Qualifikation	26.07.2018	2018	07	Do	19:00	8,000	6	ZSKA Sofia	FC Admira Wacker Mödling	3.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000
Bundesliga  Bundesliga	27.07.2018	2018	07	Fr	20:45	13,155	5	FK Austria Wien	FC Wacker Innsbruck	1.000000	4.000000	1.000000	0.000000	4.000000	0.000000	1.000000	3.000000	3.000000
Bundesliga  Bundesliga	28.07.2018	2018	07	Sa	17:00	10,785	3	SK Sturm Graz	TSV Hartberg	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.500000	1.000000
Bundesliga  Bundesliga	28.07.2018	2018	07	Sa	17:00	4,523	8	SC Rheindorf Altach	SV Mattersburg	-1.000000	3.000000	2.000000	0.000000	3.000000	0.000000	2.000000	3.000000	3.000000
Bundesliga  Bundesliga	29.07.2018	2018	07	So	17:00	11,532	7	Red Bull Salzburg	LASK	2.000000	6.000000	3.500000	0.000000	6.000000	4.000000	3.000000	3.000000	3.000000
Bundesliga  Bundesliga	29.07.2018	2018	07	So	17:00	2,786	9	SKN St. Pölten	Wolfsberger AC	1.000000	6.000000	1.000000	0.000000	6.000000	0.000000	1.000000	3.000000	3.000000
Bundesliga  Bundesliga	29.07.2018	2018	07	So	17:00	5,200	9	FC Admira Wacker Mödling	SK Rapid Wien	-3.000000	0.000000	5.000000	0.000000	-2.000000	0.000000	5.000000	0.000000	3.000000
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	01.08.2018	2018	08	Mi	20:30	15,172	4	SK Sturm Graz	Ajax Amsterdam	-2.000000	1.000000	2.000000	1.000000	0.000000	2.000000	0.000000	2.000000	3.000000
Europa League Qualifikation  Europa League Qualifikation	02.08.2018	2018	08	Do	18:30	1,975	4	Lillestrøm SK	LASK	-1.000000	0.000000	1.666667	0.000000	-4.000000	4.000000	0.500000	0.000000	2.000000
Europa League Qualifikation  Europa League Qualifikation	02.08.2018	2018	08	Do	19:00	2,400	4	FC Admira Wacker Mödling	ZSKA Sofia	-2.000000	-1.000000	3.000000	-3.000000	-2.000000	3.000000	0.000000	0.000000	3.000000
Bundesliga  Bundesliga	04.08.2018	2018	08	Sa	17:00	7,820	3	FC Wacker Innsbruck	SK Sturm Graz	-1.000000	2.000000	-0.250000	0.000000	0.000000	-0.500000	0.000000	1.500000	1.500000
Bundesliga  Bundesliga	04.08.2018	2018	08	Sa	17:00	3,500	6	SV Mattersburg	Red Bull Salzburg	-2.000000	3.000000	4.000000	0.000000	1.500000	2.000000	6.000000	3.000000	3.000000
Bundesliga  Bundesliga	04.08.2018	2018	08	Sa	17:00	15,200	6	SK Rapid Wien	SC Rheindorf Altach	0.000000	4.000000	1.000000	0.000000	4.000000	-1.000000	3.000000	3.000000	1.500000
Bundesliga  Bundesliga	05.08.2018	2018	08	So	17:30	4,727	9	Wolfsberger AC	FK Austria Wien	1.000000	2.500000	2.500000	0.000000	0.000000	1.000000	4.000000	1.500000	3.000000
Bundesliga  Bundesliga	05.08.2018	2018	08	So	17:00	5,061	3	LASK	SKN St. Pölten	0.000000	2.500000	3.500000	4.000000	0.666667	1.000000	6.000000	2.250000	3.000000
Bundesliga  Bundesliga	05.08.2018	2018	08	So	17:00	3,146	3	TSV Hartberg	FC Admira Wacker Mödling	-1.000000	1.500000	-2.250000	0.000000	-0.500000	-2.500000	-2.000000	0.500000	0.000000
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	08.08.2018	2018	08	Mi	19:00	10,050	4	Red Bull Salzburg	Shkendija Tetovo	3.000000	3.333333	0.000000	2.000000	4.000000	0.000000	0.000000	3.000000	0.000000
Europa League Qualifikation  Europa League Qualifikation	09.08.2018	2018	08	Do	19:00	7,650	5	SK Sturm Graz	AEK Larnaka	-2.000000	0.800000	0.000000	-0.500000	0.333333	0.000000	0.000000	1.800000	0.000000
Europa League Qualifikation  Europa League Qualifikation	09.08.2018	2018	08	Do	19:00	24,476	4	Besiktas Istanbul	LASK	1.000000	0.000000	1.200000	0.000000	0.000000	2.000000	0.666667	0.000000	2.000000
Europa League Qualifikation  Europa League Qualifikation	09.08.2018	2018	08	Do	21:05	9,563	5	Slovan Bratislava	SK Rapid Wien	1.000000	0.000000	2.666667	0.000000	0.000000	0.000000	4.000000	0.000000	2.333333
Bundesliga  Bundesliga	11.08.2018	2018	08	Sa	17:00	10,734	6	Red Bull Salzburg	FK Austria Wien	2.000000	3.250000	1.333333	2.500000	4.000000	1.000000	1.500000	3.000000	2.000000
Bundesliga  Bundesliga	11.08.2018	2018	08	Sa	17:00	2,812	7	TSV Hartberg	SV Mattersburg	2.000000	0.666667	0.333333	-1.000000	-0.500000	-2.000000	1.500000	0.333333	2.000000
Bundesliga  Bundesliga	11.08.2018	2018	08	Sa	17:00	5,845	7	SC Rheindorf Altach	FC Wacker Innsbruck	-1.000000	1.000000	-0.333333	-1.000000	1.500000	-1.000000	0.000000	1.333333	1.000000
Bundesliga  Bundesliga	12.08.2018	2018	08	So	17:00	3,450	3	SKN St. Pölten	SK Sturm Graz	2.000000	2.333333	-0.333333	1.000000	3.000000	-1.000000	0.333333	2.333333	1.500000
Bundesliga  Bundesliga	12.08.2018	2018	08	So	17:00	1,850	3	FC Admira Wacker Mödling	LASK	-1.000000	-0.800000	0.833333	-2.500000	-1.000000	2.000000	0.250000	0.600000	1.666667
Bundesliga  Bundesliga	12.08.2018	2018	08	So	17:00	14,800	7	SK Rapid Wien	Wolfsberger AC	0.000000	2.250000	0.333333	0.000000	2.333333	1.000000	0.000000	1.750000	2.000000
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	14.08.2018	2018	08	Di	20:15	5,000	3	Shkendija Tetovo	Red Bull Salzburg	-1.000000	0.000000	3.000000	0.000000	-3.000000	2.333333	4.000000	0.000000	3.000000
Europa League Qualifikation  Europa League Qualifikation	16.08.2018	2018	08	Do	17:30	4,145	4	AEK Larnaka	SK Sturm Graz	5.000000	2.000000	-0.571429	0.000000	2.000000	-1.000000	-0.250000	3.000000	1.285714
Europa League Qualifikation  Europa League Qualifikation	16.08.2018	2018	08	Do	19:45	14,000	4	LASK	Besiktas Istanbul	1.000000	1.571429	1.000000	2.000000	0.400000	1.000000	0.000000	1.857143	3.000000
Europa League Qualifikation  Europa League Qualifikation	16.08.2018	2018	08	Do	20:30	17,800	4	SK Rapid Wien	Slovan Bratislava	4.000000	1.800000	1.000000	0.000000	2.333333	1.000000	0.000000	1.600000	3.000000
Bundesliga  Bundesliga	18.08.2018	2018	08	Sa	17:00	7,600	4	Red Bull Salzburg	TSV Hartberg	2.000000	2.666667	0.000000	2.333333	3.000000	0.500000	-0.500000	3.000000	1.000000
Bundesliga  Bundesliga	18.08.2018	2018	08	Sa	17:00	4,321	6	FC Wacker Innsbruck	SKN St. Pölten	-2.000000	1.250000	2.250000	-1.000000	0.333333	1.500000	3.000000	1.500000	2.500000
Bundesliga  Bundesliga	18.08.2018	2018	08	Sa	17:00	2,200	6	SV Mattersburg	Wolfsberger AC	-6.000000	1.500000	0.250000	-2.000000	0.333333	1.000000	0.000000	1.500000	1.750000
Bundesliga  Bundesliga	19.08.2018	2018	08	So	17:00	10,055	8	FK Austria Wien	FC Admira Wacker Mödling	4.000000	1.250000	-1.500000	1.000000	0.333333	-2.000000	-1.000000	1.500000	0.500000
Bundesliga  Bundesliga	19.08.2018	2018	08	So	17:00	6,712	3	SK Sturm Graz	SC Rheindorf Altach	0.000000	0.250000	0.250000	-1.000000	-1.200000	-1.000000	1.500000	1.125000	1.000000
Bundesliga  Bundesliga	19.08.2018	2018	08	So	17:00	5,864	3	LASK	SK Rapid Wien	1.000000	1.500000	1.833333	1.666667	0.400000	1.333333	2.333333	2.000000	1.833333
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	21.08.2018	2018	08	Di	21:00	0	3	Roter Stern Belgrad	Red Bull Salzburg	0.000000	0.000000	2.571429	0.000000	0.000000	2.250000	3.000000	0.000000	3.000000
Europa League Qualifikation  Europa League Qualifikation	23.08.2018	2018	08	Do	20:30	19,300	4	SK Rapid Wien	FCSB	2.000000	2.000000	0.000000	1.333333	1.500000	0.000000	0.000000	1.571429	0.000000
Bundesliga  Bundesliga	25.08.2018	2018	08	Sa	17:00	5,424	6	SKN St. Pölten	FK Austria Wien	0.000000	2.200000	1.200000	1.500000	2.666667	2.500000	0.333333	2.600000	1.800000
Bundesliga  Bundesliga	25.08.2018	2018	08	Sa	17:00	5,635	6	Wolfsberger AC	SK Sturm Graz	0.000000	2.400000	-1.000000	1.000000	1.500000	-0.750000	-1.200000	2.000000	1.111111
Bundesliga  Bundesliga	25.08.2018	2018	08	Sa	17:00	4,125	4	SC Rheindorf Altach	Red Bull Salzburg	-1.000000	0.600000	2.250000	-1.000000	1.000000	2.250000	2.250000	1.000000	2.750000
Bundesliga  Bundesliga	26.08.2018	2018	08	So	17:00	3,141	7	TSV Hartberg	LASK	-1.000000	0.800000	0.888889	0.500000	-1.000000	1.500000	0.400000	0.800000	2.111111
Bundesliga  Bundesliga	26.08.2018	2018	08	So	17:00	17,400	3	SK Rapid Wien	FC Wacker Innsbruck	1.000000	2.000000	-0.400000	1.500000	1.500000	-1.500000	0.333333	1.750000	1.200000
Bundesliga  Bundesliga	26.08.2018	2018	08	So	17:00	3,400	7	FC Admira Wacker Mödling	SV Mattersburg	0.000000	-0.714286	-1.400000	-2.000000	-1.750000	-4.000000	0.333333	0.428571	1.200000
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	29.08.2018	2018	08	Mi	21:00	26,500	4	Red Bull Salzburg	Roter Stern Belgrad	0.000000	2.333333	0.000000	2.250000	2.000000	0.000000	0.000000	2.777778	1.000000
Europa League Qualifikation  Europa League Qualifikation	30.08.2018	2018	08	Do	20:30	31,274	4	FCSB	SK Rapid Wien	1.000000	1.000000	1.444444	0.000000	-2.000000	1.400000	1.500000	0.000000	1.888889
Bundesliga  Bundesliga	01.09.2018	2018	09	Sa	17:00	9,046	7	FK Austria Wien	SV Mattersburg	1.000000	1.500000	-1.166667	2.500000	0.250000	-4.000000	0.250000	1.666667	1.166667
Bundesliga  Bundesliga	01.09.2018	2018	09	Sa	17:00	3,248	7	SC Rheindorf Altach	SKN St. Pölten	-1.000000	0.333333	1.833333	-1.000000	1.000000	1.000000	2.666667	0.833333	2.333333
Bundesliga  Bundesliga	01.09.2018	2018	09	Sa	17:00	3,115	6	FC Wacker Innsbruck	TSV Hartberg	1.000000	0.666667	-0.500000	-1.500000	0.000000	0.000000	-1.000000	1.000000	0.666667
Bundesliga  Bundesliga	02.09.2018	2018	09	So	17:00	14,487	8	SK Sturm Graz	SK Rapid Wien	0.000000	0.300000	1.200000	-0.750000	-1.000000	1.400000	1.000000	1.100000	1.700000
Bundesliga  Bundesliga	02.09.2018	2018	09	So	17:00	6,489	4	Red Bull Salzburg	FC Admira Wacker Mödling	2.000000	2.100000	-1.625000	1.800000	2.000000	-1.500000	-1.750000	2.600000	0.500000
Bundesliga  Bundesliga	02.09.2018	2018	09	So	17:00	5,119	7	LASK	Wolfsberger AC	2.000000	1.400000	1.166667	1.500000	0.500000	0.500000	1.500000	2.200000	1.833333
Bundesliga  Bundesliga	15.09.2018	2018	09	Sa	17:00	2,400	13	FC Admira Wacker Mödling	SK Sturm Graz	-1.000000	-0.444444	-0.818182	-1.500000	-1.800000	-0.600000	-1.000000	0.444444	1.090909
Bundesliga  Bundesliga	15.09.2018	2018	09	Sa	17:00	5,511	13	SKN St. Pölten	Red Bull Salzburg	-2.000000	1.857143	1.909091	1.000000	2.250000	1.833333	2.000000	2.428571	2.636364
Bundesliga  Bundesliga	15.09.2018	2018	09	Sa	17:00	2,166	14	TSV Hartberg	SC Rheindorf Altach	1.000000	0.571429	-0.142857	0.000000	-1.000000	-1.000000	1.000000	0.571429	0.714286
Bundesliga  Bundesliga	16.09.2018	2018	09	So	17:00	26,000	15	SK Rapid Wien	FK Austria Wien	-1.000000	1.727273	1.000000	1.400000	0.833333	2.000000	0.250000	1.636364	1.857143
Bundesliga  Bundesliga	16.09.2018	2018	09	So	14:30	1,952	14	SV Mattersburg	LASK	-2.000000	0.142857	1.000000	-4.000000	0.000000	1.600000	0.500000	1.000000	2.272727
Bundesliga  Bundesliga	16.09.2018	2018	09	So	14:30	3,887	14	Wolfsberger AC	FC Wacker Innsbruck	2.000000	1.714286	-0.285714	0.500000	0.800000	-0.666667	0.000000	1.571429	1.285714
Europa League  Europa League	20.09.2018	2018	09	Do	21:00	24,057	5	RasenBallsport Leipzig	Red Bull Salzburg	-1.000000	0.000000	1.916667	0.000000	0.000000	1.833333	2.000000	0.000000	2.666667
Europa League  Europa League	20.09.2018	2018	09	Do	18:55	21,400	4	SK Rapid Wien	Spartak Moskau	2.000000	1.500000	0.000000	1.000000	0.833333	0.000000	0.000000	1.500000	0.000000
Bundesliga  Bundesliga	22.09.2018	2018	09	Sa	17:00	6,958	7	SK Sturm Graz	SV Mattersburg	-1.000000	0.500000	-1.250000	-0.600000	-0.714286	-3.333333	0.000000	1.250000	0.875000
Bundesliga  Bundesliga	22.09.2018	2018	09	Sa	17:00	2,565	7	SKN St. Pölten	TSV Hartberg	3.000000	1.375000	-0.375000	0.250000	2.250000	0.250000	-1.000000	2.125000	0.875000
Bundesliga  Bundesliga	22.09.2018	2018	09	Sa	17:00	3,267	6	SC Rheindorf Altach	Wolfsberger AC	-1.000000	0.250000	0.875000	-1.000000	0.500000	1.000000	0.800000	0.625000	1.750000
Bundesliga  Bundesliga	23.09.2018	2018	09	So	14:30	10,076	7	FK Austria Wien	LASK	-3.000000	1.375000	1.083333	2.000000	0.400000	1.600000	0.714286	2.000000	2.333333
Bundesliga  Bundesliga	23.09.2018	2018	09	So	17:00	15,973	3	Red Bull Salzburg	SK Rapid Wien	1.000000	2.230769	1.000000	1.833333	1.857143	1.142857	0.833333	2.692308	1.615385
Bundesliga  Bundesliga	23.09.2018	2018	09	So	14:30	3,620	8	FC Wacker Innsbruck	FC Admira Wacker Mödling	-2.000000	0.750000	-1.600000	-0.666667	-0.400000	-1.400000	-1.800000	1.125000	0.400000
ÖFB-Cup  ÖFB-Cup	25.09.2018	2018	09	Di	18:30	2,312	3	Wolfsberger AC	SK Austria Klagenfurt	4.000000	1.666667	0.000000	1.000000	0.833333	0.000000	0.000000	1.888889	0.000000
ÖFB-Cup  ÖFB-Cup	25.09.2018	2018	09	Di	16:00	540	3	SV Leobendorf	SC Rheindorf Altach	-1.000000	0.000000	-0.333333	0.000000	0.000000	-1.000000	0.500000	0.000000	0.555556
ÖFB-Cup  ÖFB-Cup	25.09.2018	2018	09	Di	19:00	875	3	TSV Hartberg	WSG Wattens	3.000000	0.555556	0.000000	0.250000	-1.400000	0.000000	0.000000	0.777778	0.000000
ÖFB-Cup  ÖFB-Cup	26.09.2018	2018	09	Mi	20:45	8,900	3	FK Austria Wien	SK Sturm Graz	2.000000	0.888889	-0.692308	0.750000	0.400000	-0.666667	-0.714286	1.777778	1.153846
ÖFB-Cup  ÖFB-Cup	26.09.2018	2018	09	Mi	20:30	1,300	3	SC Schwaz	Red Bull Salzburg	-6.000000	0.000000	1.785714	0.000000	0.000000	1.714286	1.857143	0.000000	2.714286
ÖFB-Cup  ÖFB-Cup	26.09.2018	2018	09	Mi	19:00	2,000	3	ATSV Stadl-Paura	LASK	-8.000000	0.000000	1.230769	0.000000	0.000000	1.600000	1.000000	0.000000	2.384615
ÖFB-Cup  ÖFB-Cup	26.09.2018	2018	09	Mi	19:00	600	4	FC Pinzgau Saalfelden	SKN St. Pölten	-5.000000	0.000000	1.444444	0.000000	0.000000	0.800000	2.250000	0.000000	2.222222
ÖFB-Cup  ÖFB-Cup	26.09.2018	2018	09	Mi	18:30	5,300	3	SV Mattersburg	SK Rapid Wien	0.000000	0.111111	0.857143	-3.333333	0.166667	1.142857	0.571429	1.111111	1.500000
ÖFB-Cup  ÖFB-Cup	26.09.2018	2018	09	Mi	19:00	600	3	SC Neusiedl/See	FC Wacker Innsbruck	-2.000000	1.000000	-0.666667	1.000000	0.000000	-1.000000	-0.400000	3.000000	1.000000
Bundesliga  Bundesliga	29.09.2018	2018	09	Sa	17:00	4,655	3	Wolfsberger AC	Red Bull Salzburg	-3.000000	1.900000	2.066667	1.750000	0.833333	1.714286	2.375000	2.000000	2.733333
Bundesliga  Bundesliga	29.09.2018	2018	09	Sa	17:00	15,800	3	SK Rapid Wien	SKN St. Pölten	-2.000000	1.466667	1.800000	1.142857	0.500000	0.800000	2.800000	1.466667	2.300000
Bundesliga  Bundesliga	29.09.2018	2018	09	Sa	17:00	1,600	6	FC Admira Wacker Mödling	SC Rheindorf Altach	-2.000000	-0.181818	-0.200000	-1.400000	-1.166667	-1.000000	0.600000	0.636364	0.800000
Bundesliga  Bundesliga	30.09.2018	2018	09	So	14:30	4,058	4	TSV Hartberg	FK Austria Wien	-1.000000	0.800000	0.700000	0.800000	-1.400000	1.000000	0.400000	1.000000	1.900000
Bundesliga  Bundesliga	30.09.2018	2018	09	So	17:00	6,009	4	LASK	SK Sturm Graz	0.000000	2.142857	-0.785714	1.600000	1.777778	-0.666667	-0.875000	2.428571	1.071429
Bundesliga  Bundesliga	30.09.2018	2018	09	So	14:30	1,900	4	SV Mattersburg	FC Wacker Innsbruck	1.000000	0.100000	-0.400000	-2.500000	0.166667	-1.000000	0.000000	1.100000	1.200000
Europa League  Europa League	04.10.2018	2018	10	Do	18:55	24,085	5	Red Bull Salzburg	Celtic Glasgow	2.000000	2.500000	0.000000	1.714286	2.444444	0.000000	0.000000	2.750000	0.000000
Europa League  Europa League	04.10.2018	2018	10	Do	21:00	47,543	5	Glasgow Rangers	SK Rapid Wien	2.000000	0.000000	0.625000	0.000000	0.000000	0.750000	0.500000	0.000000	1.375000
Bundesliga  Bundesliga	06.10.2018	2018	10	Sa	17:00	3,712	6	SC Rheindorf Altach	FK Austria Wien	2.000000	0.636364	0.727273	-1.000000	0.833333	1.000000	0.500000	1.000000	2.000000
Bundesliga  Bundesliga	06.10.2018	2018	10	Sa	17:00	3,187	7	SKN St. Pölten	FC Admira Wacker Mödling	0.000000	1.909091	-1.333333	0.800000	2.666667	-1.500000	-1.166667	2.363636	0.583333
Bundesliga  Bundesliga	06.10.2018	2018	10	Sa	17:00	3,213	7	Wolfsberger AC	TSV Hartberg	-1.000000	1.454545	-0.363636	0.800000	0.833333	0.500000	-1.400000	1.818182	0.909091
Bundesliga  Bundesliga	07.10.2018	2018	10	So	17:00	11,147	7	SK Sturm Graz	Red Bull Salzburg	-1.000000	0.333333	2.117647	-0.666667	-0.777778	1.750000	2.444444	1.066667	2.764706
Bundesliga  Bundesliga	07.10.2018	2018	10	So	14:30	3,873	7	FC Wacker Innsbruck	LASK	1.000000	0.727273	1.600000	-1.000000	-0.142857	1.333333	1.777778	1.090909	2.333333
Bundesliga  Bundesliga	07.10.2018	2018	10	So	14:30	18,200	3	SK Rapid Wien	SV Mattersburg	1.000000	1.235294	-0.727273	0.750000	0.222222	-1.800000	0.166667	1.294118	1.272727
Bundesliga  Bundesliga	20.10.2018	2018	10	Sa	17:00	11,033	13	Red Bull Salzburg	FC Wacker Innsbruck	0.000000	2.444444	-0.333333	1.750000	2.300000	-0.600000	-0.142857	2.777778	1.250000
Bundesliga  Bundesliga	20.10.2018	2018	10	Sa	17:00	5,089	13	LASK	SC Rheindorf Altach	0.000000	1.875000	0.166667	1.333333	1.500000	-0.500000	0.833333	2.187500	1.166667
Bundesliga  Bundesliga	20.10.2018	2018	10	Sa	17:00	5,024	13	TSV Hartberg	SK Rapid Wien	3.000000	0.916667	0.500000	0.500000	-1.000000	0.777778	0.222222	1.083333	1.388889
Bundesliga  Bundesliga	21.10.2018	2018	10	So	17:00	11,265	15	FK Austria Wien	SK Sturm Graz	0.000000	0.916667	-0.750000	1.000000	0.142857	-0.714286	-0.777778	1.833333	1.000000
Bundesliga  Bundesliga	21.10.2018	2018	10	So	14:30	1,800	15	SV Mattersburg	SKN St. Pölten	2.000000	0.166667	1.666667	-1.800000	0.000000	0.666667	2.666667	1.166667	2.250000
Bundesliga  Bundesliga	21.10.2018	2018	10	So	14:30	1,700	15	FC Admira Wacker Mödling	Wolfsberger AC	0.000000	-0.307692	0.666667	-1.500000	-1.000000	0.500000	0.833333	0.615385	1.666667
Europa League  Europa League	25.10.2018	2018	10	Do	18:55	20,639	5	Red Bull Salzburg	Rosenborg BK	3.000000	2.315789	0.000000	1.555556	2.300000	0.000000	0.000000	2.684211	0.000000
Europa League  Europa League	25.10.2018	2018	10	Do	21:00	14,158	5	FC Villarreal	SK Rapid Wien	5.000000	0.000000	0.315789	0.000000	0.000000	0.777778	-0.100000	0.000000	1.315789
Bundesliga  Bundesliga	27.10.2018	2018	10	Sa	17:00	5,532	6	FC Wacker Innsbruck	FK Austria Wien	0.000000	0.769231	0.461538	-0.600000	-0.125000	0.833333	0.142857	1.230769	1.769231
Bundesliga  Bundesliga	27.10.2018	2018	10	Sa	17:00	5,024	6	TSV Hartberg	SK Sturm Graz	2.000000	1.076923	-0.705882	0.857143	-1.000000	-0.714286	-0.700000	1.230769	1.000000
Bundesliga  Bundesliga	27.10.2018	2018	10	Sa	17:00	1,600	6	SV Mattersburg	SC Rheindorf Altach	0.000000	0.307692	0.153846	-1.166667	0.000000	-0.500000	0.714286	1.307692	1.153846
Bundesliga  Bundesliga	28.10.2018	2018	10	So	17:00	6,009	3	LASK	Red Bull Salzburg	0.000000	1.764706	2.000000	1.142857	1.500000	1.700000	2.300000	2.117647	2.700000
Bundesliga  Bundesliga	28.10.2018	2018	10	So	14:30	2,586	7	Wolfsberger AC	SKN St. Pölten	1.000000	1.153846	1.384615	0.500000	0.714286	0.666667	2.000000	1.615385	2.076923
Bundesliga  Bundesliga	28.10.2018	2018	10	So	14:30	14,600	3	SK Rapid Wien	FC Admira Wacker Mödling	2.000000	1.100000	-1.142857	0.777778	-0.545455	-1.285714	-1.000000	1.250000	0.642857
ÖFB-Cup  ÖFB-Cup	30.10.2018	2018	10	Di	20:20	7,212	3	FK Austria Wien	Floridsdorfer AC	2.000000	0.785714	0.000000	0.833333	0.125000	0.000000	0.000000	1.714286	0.000000
ÖFB-Cup  ÖFB-Cup	30.10.2018	2018	10	Di	18:00	1,467	3	TSV Hartberg	FC Wacker Innsbruck	1.000000	1.142857	-0.285714	1.000000	-1.000000	-0.500000	-0.125000	1.357143	1.214286
ÖFB-Cup  ÖFB-Cup	31.10.2018	2018	10	Mi	18:30	3,500	3	SC Austria Lustenau	Red Bull Salzburg	-1.000000	0.000000	1.904762	0.000000	0.000000	1.700000	2.090909	0.000000	2.619048
ÖFB-Cup  ÖFB-Cup	31.10.2018	2018	10	Mi	18:30	2,243	3	SC Rheindorf Altach	LASK	-3.000000	0.785714	1.277778	-0.500000	0.625000	1.000000	1.500000	1.142857	2.055556
ÖFB-Cup  ÖFB-Cup	31.10.2018	2018	10	Mi	19:00	720	3	SV Lafnitz	SKN St. Pölten	-1.000000	0.000000	1.214286	0.000000	0.000000	0.666667	1.625000	0.000000	1.928571
ÖFB-Cup  ÖFB-Cup	31.10.2018	2018	10	Mi	18:00	3,755	3	Wolfsberger AC	SK Rapid Wien	-3.000000	1.142857	0.142857	0.571429	0.714286	0.900000	-0.545455	1.714286	1.333333
Bundesliga  Bundesliga	03.11.2018	2018	11	Sa	17:00	7,867	7	SK Sturm Graz	FC Wacker Innsbruck	0.000000	0.277778	-0.333333	-0.714286	-0.818182	-0.500000	-0.222222	0.944444	1.133333
Bundesliga  Bundesliga	03.11.2018	2018	11	Sa	17:00	4,071	3	SKN St. Pölten	LASK	0.000000	1.600000	1.368421	0.666667	1.555556	1.000000	1.636364	2.000000	2.105263
Bundesliga  Bundesliga	03.11.2018	2018	11	Sa	17:00	1,900	6	FC Admira Wacker Mödling	TSV Hartberg	-1.000000	-0.266667	0.200000	-1.285714	-1.125000	1.000000	-1.000000	0.600000	1.466667
Bundesliga  Bundesliga	04.11.2018	2018	11	So	14:30	8,540	5	FK Austria Wien	Wolfsberger AC	-1.000000	0.866667	0.400000	1.000000	0.125000	0.125000	0.714286	1.800000	1.600000
Bundesliga  Bundesliga	04.11.2018	2018	11	So	14:30	8,652	4	Red Bull Salzburg	SV Mattersburg	1.000000	2.318182	-0.500000	1.700000	2.000000	-1.000000	0.000000	2.636364	1.285714
