gameday	hoamTeam	guestTeam	hoamResultFactor	homeTotalGoalsShoot	homeTotalGoalsReceived	homeTotalGoalDiff	guestTotalGoalsShoot	guestTotalGoalsReceived	guestTotalGoalDiff	homeTeamGoalsShootAtHome	homeTeamGoalsReceivedAtHome	homeTeamGoalsDiffAtHome	homeTeamGoalsShootAway	homeTeamGoalsReceivedAway	homeTeamGoalsDiffAway	guestTeamGoalsShootAtHome	guestTeamGoalsReceivedAtHome	guestTeamGoalsDiffAtHome	guestTeamGoalsShootAway	guestTeamGoalsReceivedAway	guestTeamGoalsDiffAway	homeTeamPointsTotal	guestTeamPointsTotal	hoamTeamAvgPoints	guestTeamAvgPoints						
24	Graz	Salzburg	N	1,739130435	0,391304348	1,347826087	2,043478261	0,652173913	1,391304348	2	0,818181818	1,181818182	1,5	1,5	0	2,5	0,583333333	1,916666667	1,545454545	0,727272727	0,818181818	45	52	1,956521739	2,260869565						
25	LASK	Graz	N	1,333333333	0,5	0,833333333	1,75	1,291666667	0,458333333	1,75	1	0,75	0,916666667	1,25	-0,333333333	2	1,083333333	0,916666667	1,5	1,5	0	36	45	1,5	1,875						
25	SKN	Altach	N	0,625	0,916666667	-0,291666667	1,041666667	1,333333333	-0,291666667	0,454545455	2	-1,545454545	0,769230769	2,461538462	-1,692307692	1,583333333	1,25	0,333333333	0,5	1,416666667	-0,916666667	10	27	0,416666667	1,125						
25	Austria	WAC	S	1,416666667	0,708333333	0,708333333	0,791666667	1,416666667	-0,625	1,727272727	1,545454545	0,181818182	1,153846154	1,538461538	-0,384615385	0,692307692	1	-0,307692308	0,909090909	1,909090909	-1	27	20	1,125	0,833333333						
25	Mattersburg	Admira	S	1,375	0,708333333	0,666666667	1,791666667	1,625	0,166666667	1,333333333	1,416666667	-0,083333333	1,416666667	1,5	-0,083333333	2,083333333	1	1,083333333	1,5	2,25	-0,75	31	40	1,291666667	1,666666667						
25	Salzburg	Rapid	S	2,125	0,291666667	1,833333333	1,666666667	1,166666667	0,5	2,5	0,583333333	1,916666667	1,75	0,833333333	0,916666667	1,615384615	1,307692308	0,307692308	1,727272727	1	0,727272727	55	39	2,291666667	1,625						
26	Altach	Rapid	U	1,08	0,6	0,48	1,6	1,16	0,44	1,583333333	1,25	0,333333333	0,615384615	1,384615385	-0,769230769	1,615384615	1,307692308	0,307692308	1,583333333	1	0,583333333	30	39	1,2	1,56						
26	Austria	SKN	S	1,44	0,68	0,76	0,64	2,24	-1,6	1,75	1,416666667	0,333333333	1,153846154	1,538461538	-0,384615385	0,5	2	-1,5	0,769230769	2,461538462	-1,692307692	30	10	1,2	0,4						
26	WAC	LASK	N	0,76	0,52	0,24	1,28	1,16	0,12	0,692307692	1	-0,307692308	0,833333333	1,916666667	-1,083333333	1,615384615	1,076923077	0,538461538	0,916666667	1,25	-0,333333333	20	36	0,8	1,44						
26	Admira	Graz	N	1,8	0,48	1,32	1,76	1,24	0,52	2,083333333	1	1,083333333	1,538461538	2,307692308	-0,769230769	2	1,083333333	0,916666667	1,538461538	1,384615385	0,153846154	40	48	1,6	1,92						
26	Mattersburg	Salzburg	U	1,44	0,76	0,68	2,08	0,68	1,4	1,461538462	1,461538462	0	1,416666667	1,5	-0,083333333	2,384615385	0,538461538	1,846153846	1,75	0,833333333	0,916666667	34	58	1,36	2,32						
27	Rapid	WAC	S	1,538461538	0,653846154	0,884615385	0,730769231	1,5	-0,769230769	1,615384615	1,307692308	0,307692308	1,461538462	0,923076923	0,538461538	0,642857143	1,142857143	-0,5	0,833333333	1,916666667	-1,083333333	40	20	1,538461538	0,769230769						
27	Graz	Altach	S	1,846153846	0,5	1,346153846	1,038461538	1,269230769	-0,230769231	2	1,083333333	0,916666667	1,714285714	1,428571429	0,285714286	1,461538462	1,153846154	0,307692308	0,615384615	1,384615385	-0,769230769	51	31	1,961538462	1,192307692						
27	LASK	Mattersburg	S	1,346153846	0,538461538	0,807692308	1,461538462	1,5	-0,038461538	1,615384615	1,076923077	0,538461538	1,076923077	1,153846154	-0,076923077	1,5	1,5	0	1,416666667	1,5	-0,083333333	39	35	1,5	1,346153846						
27	SKN	Admira	N	0,615384615	0,923076923	-0,307692308	1,807692308	1,769230769	0,038461538	0,5	2	-1,5	0,714285714	2,571428571	-1,857142857	2,076923077	1,230769231	0,846153846	1,538461538	2,307692308	-0,769230769	10	40	0,384615385	1,538461538						
27	Salzburg	Austria	S	2,076923077	0,269230769	1,807692308	1,538461538	1,423076923	0,115384615	2,384615385	0,538461538	1,846153846	1,769230769	0,923076923	0,846153846	1,923076923	1,307692308	0,615384615	1,153846154	1,538461538	-0,384615385	59	33	2,269230769	1,269230769						
28	Admira	LASK	N	1,814814815	0,592592593	1,222222222	1,407407407	1,111111111	0,296296296	2,076923077	1,230769231	0,846153846	1,571428571	2,214285714	-0,642857143	1,714285714	1,071428571	0,642857143	1,076923077	1,153846154	-0,076923077	43	42	1,592592593	1,555555556						
28	Austria	Altach	S	1,481481481	0,62962963	0,851851852	1	1,259259259	-0,259259259	1,923076923	1,307692308	0,615384615	1,071428571	1,785714286	-0,714285714	1,461538462	1,153846154	0,307692308	0,571428571	1,357142857	-0,785714286	33	31	1,222222222	1,148148148						
28	SKN	Graz	N	0,62962963	0,962962963	-0,333333333	1,814814815	1,222222222	0,592592593	0,538461538	2	-1,461538462	0,714285714	2,571428571	-1,857142857	1,923076923	1	0,923076923	1,714285714	1,428571429	0,285714286	10	54	0,37037037	2						
28	Salzburg	WAC	S	2,185185185	0,259259259	1,925925926	0,740740741	1,62962963	-0,888888889	2,571428571	0,5	2,071428571	1,769230769	0,923076923	0,846153846	0,642857143	1,142857143	-0,5	0,846153846	2,153846154	-1,307692308	62	20	2,296296296	0,740740741						
28	Mattersburg	Rapid	N	1,444444444	0,777777778	0,666666667	1,666666667	1,111111111	0,555555556	1,5	1,5	0	1,384615385	1,615384615	-0,230769231	1,857142857	1,285714286	0,571428571	1,461538462	0,923076923	0,538461538	35	43	1,296296296	1,592592593						
29	Graz	Austria	N	1,928571429	0,464285714	1,464285714	1,5	1,535714286	-0,035714286	1,923076923	1	0,923076923	1,933333333	1,4	0,533333333	1,928571429	1,285714286	0,642857143	1,071428571	1,785714286	-0,714285714	57	36	2,035714286	1,285714286						
29	Altach	Admira	N	1	0,535714286	0,464285714	1,75	1,714285714	0,035714286	1,461538462	1,153846154	0,307692308	0,6	1,4	-0,8	1,928571429	1,214285714	0,714285714	1,571428571	2,214285714	-0,642857143	31	43	1,107142857	1,535714286						
29	Rapid	SKN	S	1,75	0,642857143	1,107142857	0,642857143	2,392857143	-1,75	1,857142857	1,285714286	0,571428571	1,642857143	1	0,642857143	0,571428571	2,214285714	-1,642857143	0,714285714	2,571428571	-1,857142857	46	10	1,642857143	0,357142857						
29	WAC	Mattersburg	N	0,714285714	0,571428571	0,142857143	1,464285714	1,642857143	-0,178571429	0,642857143	1,142857143	-0,5	0,785714286	2,142857143	-1,357142857	1,533333333	1,666666667	-0,133333333	1,384615385	1,615384615	-0,230769231	20	35	0,714285714	1,25						
29	LASK	Salzburg	S	1,392857143	0,535714286	0,857142857	2,178571429	0,678571429	1,5	1,714285714	1,071428571	0,642857143	1,071428571	1,071428571	0	2,533333333	0,466666667	2,066666667	1,769230769	0,923076923	0,846153846	45	65	1,607142857	2,321428571						
30	Graz	Mattersburg	S	1,862068966	0,517241379	1,344827586	1,482758621	1,586206897	-0,103448276	1,785714286	1,071428571	0,714285714	1,933333333	1,4	0,533333333	1,533333333	1,666666667	-0,133333333	1,428571429	1,5	-0,071428571	57	38	1,965517241	1,310344828						
30	SKN	LASK	N	0,655172414	1,068965517	-0,413793103	1,379310345	1,034482759	0,344827586	0,571428571	2,214285714	-1,642857143	0,733333333	2,533333333	-1,8	1,666666667	1	0,666666667	1,071428571	1,071428571	0	10	48	0,344827586	1,655172414						
30	Altach	WAC	S	1	0,586206897	0,413793103	0,689655172	1,655172414	-0,965517241	1,428571429	1,214285714	0,214285714	0,6	1,4	-0,8	0,6	1,2	-0,6	0,785714286	2,142857143	-1,357142857	31	20	1,068965517	0,689655172						
30	Austria	Rapid	N	1,517241379	0,620689655	0,896551724	1,75862069	1,137931034	0,620689655	1,928571429	1,285714286	0,642857143	1,133333333	1,666666667	-0,533333333	1,866666667	1,266666667	0,6	1,642857143	1	0,642857143	39	49	1,344827586	1,689655172						
30	Admira	Salzburg	N	1,75862069	0,586206897	1,172413793	2,103448276	0,689655172	1,413793103	1,928571429	1,214285714	0,714285714	1,6	2,133333333	-0,533333333	2,533333333	0,466666667	2,066666667	1,642857143	0,928571429	0,714285714	46	65	1,586206897	2,24137931						
31	WAC	Graz	S	0,7	0,6	0,1	1,9	1,2	0,7	0,6	1,2	-0,6	0,8	2,133333333	-1,333333333	1,866666667	1	0,866666667	1,933333333	1,4	0,533333333	20	60	0,666666667	2						
31	LASK	Austria	S	1,433333333	0,5	0,933333333	1,466666667	1,566666667	-0,1	1,666666667	1	0,666666667	1,2	1,066666667	0,133333333	1,8	1,466666667	0,333333333	1,133333333	1,666666667	-0,533333333	51	39	1,7	1,3						
31	Mattersburg	SKN	U	1,433333333	0,833333333	0,6	0,666666667	2,4	-1,733333333	1,533333333	1,666666667	-0,133333333	1,333333333	1,6	-0,266666667	0,6	2,266666667	-1,666666667	0,733333333	2,533333333	-1,8	38	10	1,266666667	0,333333333						
31	Salzburg	Altach	S	2,233333333	0,233333333	2	1,033333333	1,3	-0,266666667	2,533333333	0,466666667	2,066666667	1,933333333	1	0,933333333	1,466666667	1,2	0,266666667	0,6	1,4	-0,8	68	34	2,266666667	1,133333333						
31	Rapid	Admira	S	1,833333333	0,633333333	1,2	1,766666667	1,833333333	-0,066666667	1,866666667	1,266666667	0,6	1,8	0,933333333	0,866666667	1,933333333	1,533333333	0,4	1,6	2,133333333	-0,533333333	52	46	1,733333333	1,533333333						
32	Austria	Mattersburg	N	1,419354839	0,709677419	0,709677419	1,419354839	1,612903226	-0,193548387	1,8	1,466666667	0,333333333	1,0625	1,625	-0,5625	1,5	1,625	-0,125	1,333333333	1,6	-0,266666667	39	39	1,258064516	1,258064516						
32	Altach	LASK	N	1,032258065	0,580645161	0,451612903	1,419354839	1	0,419354839	1,466666667	1,2	0,266666667	0,625	1,5	-0,875	1,625	0,9375	0,6875	1,2	1,066666667	0,133333333	34	54	1,096774194	1,741935484						
32	Admira	WAC	S	1,741935484	0,741935484	1	0,741935484	1,64516129	-0,903225806	1,933333333	1,533333333	0,4	1,5625	2,25	-0,6875	0,6875	1,1875	-0,5	0,8	2,133333333	-1,333333333	46	23	1,483870968	0,741935484						
32	Graz	Rapid	S	1,870967742	0,483870968	1,387096774	1,903225806	1,096774194	0,806451613	1,866666667	1	0,866666667	1,875	1,4375	0,4375	2	1,25	0,75	1,8	0,933333333	0,866666667	60	55	1,935483871	1,774193548						
32	SKN	Salzburg	N	0,677419355	1,096774194	-0,419354839	2,258064516	0,741935484	1,516129032	0,6	2,266666667	-1,666666667	0,75	2,4375	-1,6875	2,5625	0,5	2,0625	1,933333333	1	0,933333333	11	71	0,35483871	2,290322581						
33	LASK	Rapid	N	1,4375	0,46875	0,96875	1,90625	1,1875	0,71875	1,625	0,9375	0,6875	1,25	1	0,25	2	1,25	0,75	1,8125	1,125	0,6875	57	55	1,78125	1,71875						
33	SKN	WAC	N	0,65625	1,125	-0,46875	0,78125	1,71875	-0,9375	0,5625	2,25	-1,6875	0,75	2,4375	-1,6875	0,6875	1,1875	-0,5	0,875	2,25	-1,375	11	23	0,34375	0,71875						
33	Austria	Admira	U	1,4375	0,78125	0,65625	1,8125	1,90625	-0,09375	1,8125	1,5625	0,25	1,0625	1,625	-0,5625	2,0625	1,5625	0,5	1,5625	2,25	-0,6875	39	49	1,21875	1,53125						
33	Mattersburg	Altach	N	1,46875	0,8125	0,65625	1	1,375	-0,375	1,5	1,625	-0,125	1,4375	1,625	-0,1875	1,375	1,25	0,125	0,625	1,5	-0,875	42	34	1,3125	1,0625						
33	Salzburg	Graz	S	2,25	0,25	2	1,9375	1,25	0,6875	2,5625	0,5	2,0625	1,9375	0,9375	1	2	1,0625	0,9375	1,875	1,4375	0,4375	74	63	2,3125	1,96875						
34	Graz	LASK	S	1,909090909	0,515151515	1,393939394	1,393939394	1	0,393939394	2	1,0625	0,9375	1,823529412	1,588235294	0,235294118	1,529411765	1	0,529411765	1,25	1	0,25	63	57	1,909090909	1,727272727						
34	Admira	Mattersburg	U	1,757575758	0,757575758	1	1,424242424	1,606060606	-0,181818182	2,0625	1,5625	0,5	1,470588235	2,117647059	-0,647058824	1,411764706	1,588235294	-0,176470588	1,4375	1,625	-0,1875	50	42	1,515151515	1,272727273						
34	Altach	SKN	N	1	0,606060606	0,393939394	0,636363636	2,303030303	-1,666666667	1,375	1,25	0,125	0,647058824	1,411764706	-0,764705882	0,529411765	2,176470588	-1,647058824	0,75	2,4375	-1,6875	37	11	1,121212121	0,333333333						
34	Rapid	Salzburg	N	1,909090909	0,606060606	1,303030303	2,303030303	0,727272727	1,575757576	2	1,25	0,75	1,823529412	1,058823529	0,764705882	2,647058824	0,529411765	2,117647059	1,9375	0,9375	1	58	77	1,757575758	2,333333333						
34	WAC	Austria	S	0,787878788	0,575757576	0,212121212	1,393939394	1,545454545	-0,151515152	0,6875	1,1875	-0,5	0,882352941	2,117647059	-1,235294118	1,705882353	1,470588235	0,235294118	1,0625	1,625	-0,5625	26	40	0,787878788	1,212121212						
35	Rapid	Altach	S	1,882352941	0,705882353	1,176470588	1	1,382352941	-0,382352941	1,941176471	1,411764706	0,529411765	1,823529412	1,058823529	0,764705882	1,352941176	1,352941176	0	0,647058824	1,411764706	-0,764705882	58	37	1,705882353	1,088235294						
35	Salzburg	Mattersburg	S	2,352941176	0,264705882	2,088235294	1,411764706	1,588235294	-0,176470588	2,647058824	0,529411765	2,117647059	2,058823529	0,941176471	1,117647059	1,411764706	1,588235294	-0,176470588	1,411764706	1,588235294	-0,176470588	80	43	2,352941176	1,264705882						
35	SKN	Austria	S	0,705882353	1,088235294	-0,382352941	1,382352941	1,558823529	-0,176470588	0,529411765	2,176470588	-1,647058824	0,882352941	2,352941176	-1,470588235	1,705882353	1,470588235	0,235294118	1,058823529	1,647058824	-0,588235294	14	40	0,411764706	1,176470588						
35	Graz	Admira	S	1,941176471	0,529411765	1,411764706	1,735294118	1,823529412	-0,088235294	2,058823529	1,058823529	1	1,823529412	1,588235294	0,235294118	2	1,529411765	0,470588235	1,470588235	2,117647059	-0,647058824	66	51	1,941176471	1,5						
35	LASK	WAC	N	1,382352941	0,5	0,882352941	0,823529412	1,647058824	-0,823529412	1,529411765	1	0,529411765	1,235294118	1,117647059	0,117647059	0,764705882	1,176470588	-0,411764706	0,882352941	2,117647059	-1,235294118	57	29	1,676470588	0,852941176						
36	Admira	SKN	N	1,685714286	0,742857143	0,942857143	0,742857143	2,2	-1,457142857	2	1,529411765	0,470588235	1,388888889	2,111111111	-0,722222222	0,611111111	2,055555556	-1,444444444	0,882352941	2,352941176	-1,470588235	51	17	1,457142857	0,485714286						
36	Austria	Salzburg	S	1,342857143	0,714285714	0,628571429	2,314285714	0,714285714	1,6	1,705882353	1,470588235	0,235294118	1	1,666666667	-0,666666667	2,555555556	0,5	2,055555556	2,058823529	0,941176471	1,117647059	40	83	1,142857143	2,371428571						
36	Mattersburg	LASK	S	1,371428571	0,771428571	0,6	1,371428571	1,114285714	0,257142857	1,411764706	1,588235294	-0,176470588	1,333333333	1,555555556	-0,222222222	1,5	1,111111111	0,388888889	1,235294118	1,117647059	0,117647059	43	57	1,228571429	1,628571429						
36	Altach	Graz	U	1	0,657142857	0,342857143	1,942857143	1,285714286	0,657142857	1,352941176	1,352941176	0	0,666666667	1,555555556	-0,888888889	2,055555556	1	1,055555556	1,823529412	1,588235294	0,235294118	37	69	1,057142857	1,971428571						
36	WAC	Rapid	U	0,885714286	0,571428571	0,314285714	1,942857143	1,228571429	0,714285714	0,764705882	1,176470588	-0,411764706	1	2,055555556	-1,055555556	2,055555556	1,388888889	0,666666667	1,823529412	1,058823529	0,764705882	32	61	0,914285714	1,742857143						
