,weekday,day,month,year,home_team_break,guest_team_break,date,time,home_team_name,guest_team_name,competition,saison,gameday,home_coach,guest_coach,resultNumeric,homeTotalGoalsShoot,homeTotalGoalsReceived,homeTotalGoalDiff,guestTotalGoalsShoot,guestTotalGoalsReceived,guestTotalGoalDiff,homeTeamGoalsShootAtHome,homeTeamGoalsReceivedAtHome,homeTeamGoalsDiffAtHome,homeTeamGoalsShootAway,homeTeamGoalsReceivedAway,homeTeamGoalsDiffAway,guestTeamGoalsShootAtHome,guestTeamGoalsReceivedAtHome,guestTeamGoalsDiffAtHome,guestTeamGoalsShootAway,guestTeamGoalsReceivedAway,guestTeamGoalsDiffAway,hoamAvgPoints,guestAvgpoints,htb_0,htb_2,htb_3,htb_4,htb_5,htb_6,htb_7,htb_8,htb_9,htb_10,htb_11,htb_12,htb_13,htb_14,htb_15,htb_>15,gtb_0,gtb_2,gtb_3,gtb_4,gtb_5,gtb_6,gtb_7,gtb_8,gtb_9,gtb_10,gtb_11,gtb_12,gtb_13,gtb_14,gtb_15,gtb_>15
271,4,4,12,2009,7,6,2009-12-04,19:00,SV Mattersburg,SC Wiener Neustadt,Bundesliga,2009/10,18,Franz Lederer,Helmut Kraft,-2.0,1.277777778,0.7222222220000001,0.5555555560000001,1.5789473680000001,1.947368421,-0.36842105299999994,2.375,1.625,0.75,0.4,1.8,-1.4,2.1,1.7,0.4,1.0,2.222222222,-1.222222222,1.222222222,1.1578947370000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,5,5,12,2009,3,7,2009-12-05,18:00,SK Rapid Wien,SV Kapfenberg,Bundesliga,2009/10,18,Peter Pacult,Werner Gregoritsch,2.0,2.266666667,0.36666666700000006,1.9,1.111111111,1.9444444440000002,-0.833333333,2.769230769,0.846153846,1.9230769230000002,1.882352941,1.411764706,0.470588235,1.5555555559999998,1.222222222,0.333333333,0.666666667,2.666666667,-2.0,1.9333333330000002,0.944444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
273,6,6,12,2009,3,4,2009-12-06,15:30,SK Sturm Graz,Red Bull Salzburg,Bundesliga,2009/10,18,Franco Foda,Huub Stevens,0.0,1.5,0.333333333,1.166666667,1.9333333330000002,0.933333333,1.0,1.615384615,0.7692307690000001,0.846153846,1.411764706,1.117647059,0.294117647,2.214285714,0.857142857,1.357142857,1.6875,1.0,0.6875,1.6333333330000002,2.133333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,6,6,12,2009,9,3,2009-12-06,18:00,SV Ried,FK Austria Wien,Bundesliga,2009/10,18,Paul Gludovatz,Karl Daxbacher,-2.0,1.473684211,0.263157895,1.210526316,1.857142857,1.392857143,0.46428571399999996,1.875,0.625,1.25,1.181818182,1.0,0.181818182,1.714285714,0.9285714290000001,0.7857142859999999,2.0,1.857142857,0.14285714300000002,1.736842105,1.714285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,6,6,12,2009,8,8,2009-12-06,18:00,SK Austria Kärnten,LASK,Bundesliga,2009/10,18,Joze Prelogar,Matthias Hamann,0.0,1.0,0.684210526,0.31578947399999996,2.421052632,2.578947368,-0.15789473699999998,0.75,1.625,-0.875,1.181818182,3.0909090910000003,-1.9090909090000001,2.888888889,1.6666666669999999,1.222222222,2.0,3.4,-1.4,0.6315789470000001,1.210526316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,4,11,12,2009,5,5,2009-12-11,19:30,Red Bull Salzburg,SK Austria Kärnten,Bundesliga,2009/10,19,Huub Stevens,Joze Prelogar,1.0,1.870967742,0.387096774,1.4838709680000002,1.0,2.4,-1.4,2.214285714,0.857142857,1.357142857,1.588235294,0.9411764709999999,0.647058824,0.7777777779999999,1.5555555559999998,-0.7777777779999999,1.181818182,3.0909090910000003,-1.9090909090000001,2.096774194,0.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,5,12,12,2009,7,6,2009-12-12,18:00,SC Wiener Neustadt,LASK,Bundesliga,2009/10,19,Helmut Kraft,Matthias Hamann,1.0,2.290322581,0.387096774,1.903225806,1.4,0.9,0.5,2.785714286,0.857142857,1.928571429,1.882352941,1.411764706,0.470588235,1.6666666669999999,0.7777777779999999,0.8888888890000001,1.181818182,1.0,0.181818182,1.967741935,1.65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,5,12,12,2009,8,6,2009-12-12,18:00,SV Kapfenberg,SV Mattersburg,Bundesliga,2009/10,19,Werner Gregoritsch,Franz Lederer,4.0,1.65,0.85,0.8,2.35,2.5,-0.15,2.1,1.7,0.4,1.2,2.1,-0.9,2.888888889,1.6666666669999999,1.222222222,1.9090909090000001,3.1818181819999998,-1.2727272729999999,1.25,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,5,12,12,2009,7,8,2009-12-12,18:00,SK Rapid Wien,SV Ried,Bundesliga,2009/10,19,Peter Pacult,Paul Gludovatz,0.0,1.105263158,0.578947368,0.526315789,1.263157895,1.789473684,-0.526315789,1.5555555559999998,1.222222222,0.333333333,0.7,2.7,-2.0,2.222222222,1.7777777780000001,0.444444444,0.4,1.8,-1.4,0.894736842,1.1578947370000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280,6,13,12,2009,7,7,2009-12-13,16:00,SK Sturm Graz,FK Austria Wien,Bundesliga,2009/10,19,Franco Foda,Karl Daxbacher,0.0,1.451612903,0.322580645,1.129032258,1.862068966,1.3448275859999999,0.517241379,1.5,0.7142857140000001,0.7857142859999999,1.411764706,1.117647059,0.294117647,1.714285714,0.9285714290000001,0.7857142859999999,2.0,1.733333333,0.26666666699999997,1.612903226,1.75862069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
281,2,16,12,2009,3,higher15,2009-12-16,19:00,SK Sturm Graz,Galatasaray Istanbul,Europa League,2009/10,Gruppe F,Franco Foda,?,1.0,1.46875,0.375,1.09375,1.0,1.0,0.0,1.533333333,0.8,0.7333333329999999,1.411764706,1.117647059,0.294117647,1.0,1.0,0.0,0.0,0.0,0.0,1.59375,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,2,16,12,2009,higher15,3,2009-12-16,21:05,CD Nacional,FK Austria Wien,Europa League,2009/10,Gruppe L,?,Karl Daxbacher,4.0,1.0,0.0,1.0,1.8666666669999998,1.3666666669999998,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.714285714,0.9285714290000001,0.7857142859999999,2.0,1.75,0.25,1.0,1.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,3,17,12,2009,5,higher15,2009-12-17,19:00,SK Rapid Wien,Celtic Glasgow,Europa League,2009/10,Gruppe C,Peter Pacult,?,0.0,2.28125,0.40625,1.875,1.0,1.0,0.0,2.733333333,0.8666666670000001,1.8666666669999998,1.882352941,1.411764706,0.470588235,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,3,17,12,2009,higher15,6,2009-12-17,21:05,FC Villarreal,Red Bull Salzburg,Europa League,2009/10,Gruppe G,?,Huub Stevens,-1.0,0.0,0.0,0.0,1.84375,0.875,0.96875,0.0,0.0,0.0,0.0,2.0,-2.0,2.133333333,0.8,1.333333333,1.588235294,0.9411764709999999,0.647058824,0.0,2.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,2,10,2,2010,higher15,higher15,2010-02-10,20:30,SK Sturm Graz,Red Bull Salzburg,ÖFB-Cup,2009/10,Achtelfinale,Franco Foda,Huub Stevens,2.0,1.454545455,0.363636364,1.0909090909999999,1.8181818180000002,0.848484848,0.96969697,1.5,0.75,0.75,1.411764706,1.117647059,0.294117647,2.133333333,0.8,1.333333333,1.5555555559999998,0.8888888890000001,0.666666667,1.636363636,2.151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,4,12,2,2010,higher15,higher15,2010-02-12,19:30,LASK,SK Rapid Wien,Bundesliga,2009/10,20,Helmut Kraft,Peter Pacult,2.0,2.238095238,0.7142857140000001,1.523809524,2.3030303030000003,1.212121212,1.0909090909999999,2.888888889,1.6666666669999999,1.222222222,1.75,3.25,-1.5,2.75,1.0,1.75,1.882352941,1.411764706,0.470588235,1.142857143,1.96969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,5,13,2,2010,higher15,higher15,2010-02-13,18:00,SV Ried,Red Bull Salzburg,Bundesliga,2009/10,20,Paul Gludovatz,Huub Stevens,1.0,1.3,0.8,0.5,1.761904762,1.80952381,-0.047619048,2.222222222,1.7777777780000001,0.444444444,0.545454545,1.8181818180000002,-1.2727272729999999,2.272727273,1.545454545,0.727272727,1.2,2.1,-0.9,1.15,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,5,13,2,2010,higher15,higher15,2010-02-13,18:00,FK Austria Wien,SV Kapfenberg,Bundesliga,2009/10,20,Karl Daxbacher,Werner Gregoritsch,1.0,1.838709677,0.419354839,1.4193548390000001,1.15,2.0,-0.85,1.714285714,0.9285714290000001,0.7857142859999999,1.941176471,1.941176471,0.0,1.6,1.3,0.3,0.7,2.7,-2.0,1.677419355,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,5,13,2,2010,higher15,3,2010-02-13,18:00,SV Mattersburg,SC Wiener Neustadt,Bundesliga,2009/10,20,Franz Lederer,Peter Schöttel,-1.0,1.380952381,0.333333333,1.047619048,1.764705882,0.882352941,0.882352941,1.6666666669999999,0.7777777779999999,0.8888888890000001,1.166666667,1.083333333,0.083333333,2.133333333,0.8,1.333333333,1.473684211,0.947368421,0.526315789,1.571428571,2.088235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,6,14,2,2010,higher15,4,2010-02-14,15:30,SK Austria Kärnten,SK Sturm Graz,Bundesliga,2009/10,20,Joze Prelogar,Franco Foda,-3.0,0.9523809520000001,0.666666667,0.28571428600000004,1.470588235,0.9117647059999999,0.558823529,0.7777777779999999,1.5555555559999998,-0.7777777779999999,1.083333333,2.916666667,-1.8333333330000001,1.529411765,0.705882353,0.8235294120000001,1.411764706,1.117647059,0.294117647,0.6190476189999999,1.6764705880000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
291,3,18,2,2010,higher15,5,2010-02-18,19:00,Standard Lüttich,Red Bull Salzburg,Europa League,2009/10,2.Runde Hinspiele,?,Huub Stevens,1.0,0.0,0.0,0.0,1.771428571,0.8857142859999999,0.8857142859999999,0.0,0.0,0.0,0.0,0.0,0.0,2.133333333,0.8,1.333333333,1.5,0.95,0.55,0.0,2.114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,4,19,2,2010,6,7,2010-02-19,19:30,SC Wiener Neustadt,SK Rapid Wien,Bundesliga,2009/10,21,Peter Schöttel,Peter Pacult,0.0,1.6818181819999998,0.772727273,0.9090909090000001,2.2941176469999998,1.294117647,1.0,2.272727273,1.545454545,0.727272727,1.0909090909999999,2.0,-0.9090909090000001,2.75,1.0,1.75,1.888888889,1.5555555559999998,0.333333333,1.2727272729999999,1.911764706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
293,5,20,2,2010,6,7,2010-02-20,18:00,SK Sturm Graz,SV Mattersburg,Bundesliga,2009/10,21,Franco Foda,Franz Lederer,4.0,1.5142857140000001,0.342857143,1.1714285709999999,1.285714286,1.714285714,-0.428571429,1.529411765,0.705882353,0.8235294120000001,1.5,1.0555555559999998,0.444444444,2.1,1.6,0.5,0.545454545,1.8181818180000002,-1.2727272729999999,1.714285714,1.2380952379999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294,5,20,2,2010,7,6,2010-02-20,18:00,FK Austria Wien,SK Austria Kärnten,Bundesliga,2009/10,21,Karl Daxbacher,Joze Prelogar,3.0,1.90625,0.5,1.40625,0.9090909090000001,2.363636364,-1.454545455,1.8666666669999998,1.066666667,0.8,1.941176471,1.941176471,0.0,0.7,1.7,-1.0,1.083333333,2.916666667,-1.8333333330000001,1.71875,0.590909091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295,5,20,2,2010,7,7,2010-02-20,18:00,SV Kapfenberg,SV Ried,Bundesliga,2009/10,21,Werner Gregoritsch,Paul Gludovatz,0.0,1.2380952379999999,0.6190476189999999,0.6190476189999999,1.363636364,1.0,0.363636364,1.6,1.3,0.3,0.9090909090000001,2.8181818180000002,-1.9090909090000001,1.6,0.9,0.7,1.166666667,1.083333333,0.083333333,0.857142857,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
296,6,21,2,2010,3,9,2010-02-21,15:30,Red Bull Salzburg,LASK,Bundesliga,2009/10,21,Huub Stevens,Helmut Kraft,3.0,1.7777777780000001,0.333333333,1.4444444440000002,2.3181818180000002,2.545454545,-0.22727272699999998,2.133333333,0.8,1.333333333,1.523809524,1.047619048,0.47619047600000003,3.0,1.7,1.3,1.75,3.25,-1.5,2.055555556,1.2272727270000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
297,3,25,2,2010,4,7,2010-02-25,21:05,Red Bull Salzburg,Standard Lüttich,Europa League,2009/10,2.Runde Rückspiele,Huub Stevens,?,0.0,1.8108108109999999,0.324324324,1.486486486,3.0,2.0,1.0,2.1875,0.75,1.4375,1.523809524,1.047619048,0.47619047600000003,3.0,2.0,1.0,0.0,0.0,0.0,2.0810810809999998,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298,4,26,2,2010,higher15,higher15,2010-02-26,18:00,FK Austria Wien Amateure,FC Gratkorn,2. Liga,2009/10,18,Johann Dihanich,Michael Fuchs †,-1.0,1.105263158,0.7894736840000001,0.31578947399999996,2.157894737,1.736842105,0.42105263200000004,1.222222222,1.6666666669999999,-0.444444444,1.0,3.1,-2.1,2.5,2.0,0.5,1.7777777780000001,1.4444444440000002,0.333333333,0.947368421,1.368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,4,26,2,2010,higher15,higher15,2010-02-26,18:00,FC Dornbirn,Red Bull Juniors Salzburg,2. Liga,2009/10,17,Armand Benneker,Niko Kovac,0.0,0.947368421,0.736842105,0.21052631600000002,1.894736842,1.631578947,0.263157895,1.0,1.75,-0.75,0.9090909090000001,1.636363636,-0.727272727,2.0,1.333333333,0.666666667,1.8,1.9,-0.1,0.894736842,1.4210526319999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,4,26,2,2010,6,6,2010-02-26,19:30,SV Mattersburg,FK Austria Wien,Bundesliga,2009/10,22,Franz Lederer,Karl Daxbacher,0.0,1.2272727270000001,0.727272727,0.5,1.96969697,1.515151515,0.454545455,2.1,1.6,0.5,0.5,2.0,-1.5,2.0,1.0625,0.9375,1.941176471,1.941176471,0.0,1.181818182,1.7575757580000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,5,27,2,2010,7,8,2010-02-27,18:00,SV Ried,SC Wiener Neustadt,Bundesliga,2009/10,22,Paul Gludovatz,Peter Schöttel,-1.0,1.3478260869999998,0.39130434799999997,0.956521739,1.6956521740000001,1.782608696,-0.086956522,1.6,0.9,0.7,1.153846154,1.076923077,0.076923077,2.25,1.5833333330000001,0.666666667,1.0909090909999999,2.0,-0.9090909090000001,1.47826087,1.260869565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,5,27,2,2010,6,7,2010-02-27,18:00,LASK,SK Sturm Graz,Bundesliga,2009/10,22,Helmut Kraft,Franco Foda,-1.0,2.217391304,0.739130435,1.47826087,1.5833333330000001,0.8611111109999999,0.7222222220000001,3.0,1.7,1.3,1.615384615,3.230769231,-1.615384615,1.6666666669999999,0.666666667,1.0,1.5,1.0555555559999998,0.444444444,1.173913043,1.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,5,27,2,2010,7,7,2010-02-27,18:00,SK Austria Kärnten,SV Kapfenberg,Bundesliga,2009/10,22,Joze Prelogar,Werner Gregoritsch,-1.0,0.913043478,0.739130435,0.17391304300000002,1.2272727270000001,2.045454545,-0.818181818,0.7,1.7,-1.0,1.076923077,3.0,-1.9230769230000002,1.545454545,1.2727272729999999,0.272727273,0.9090909090000001,2.8181818180000002,-1.9090909090000001,0.565217391,0.8636363640000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
304,6,28,2,2010,9,3,2010-02-28,15:30,SK Rapid Wien,Red Bull Salzburg,Bundesliga,2009/10,22,Peter Pacult,Huub Stevens,-1.0,2.285714286,0.457142857,1.8285714290000001,1.763157895,0.894736842,0.8684210529999999,2.75,1.0,1.75,1.894736842,1.5789473680000001,0.31578947399999996,2.058823529,0.705882353,1.3529411759999999,1.523809524,1.047619048,0.47619047600000003,1.885714286,2.0526315790000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4,5,3,2010,7,higher15,2010-03-05,19:00,FC Dornbirn,SC Austria Lustenau,2. Liga,2009/10,19,Armand Benneker,Edmund Stöhr,1.0,1.05,0.8,0.25,1.6,1.0,0.6,1.1,1.6,-0.5,1.0,3.1,-2.1,1.7777777780000001,0.7777777779999999,1.0,1.454545455,1.181818182,0.272727273,0.9,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,4,5,3,2010,higher15,7,2010-03-05,19:00,SKN St. Pölten,FC Gratkorn,2. Liga,2009/10,19,Martin Scherb,Michael Fuchs †,1.0,1.315789474,0.6315789470000001,0.684210526,1.8,1.55,0.25,1.0,1.2,-0.2,1.6666666669999999,1.4444444440000002,0.222222222,2.0,1.333333333,0.666666667,1.636363636,1.727272727,-0.090909091,1.526315789,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
307,4,5,3,2010,higher15,higher15,2010-03-05,19:00,First Vienna FC,TSV Hartberg,2. Liga,2009/10,19,Peter Stöger,Bruno Friesenbichler,2.0,1.4,0.9,0.5,1.05,2.4,-1.35,1.125,2.25,-1.125,1.5833333330000001,1.333333333,0.25,1.0,2.111111111,-1.111111111,1.0909090909999999,2.636363636,-1.545454545,1.15,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,4,5,3,2010,higher15,higher15,2010-03-05,19:00,FC Lustenau,SC Rheindorf Altach,2. Liga,2009/10,19,Slobodan Grubor,Adi Hütter,-1.0,1.3,0.6,0.7,1.736842105,1.052631579,0.684210526,1.111111111,1.333333333,-0.222222222,1.454545455,1.454545455,0.0,2.222222222,1.111111111,1.111111111,1.3,1.0,0.3,1.25,1.736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,4,5,3,2010,7,7,2010-03-05,19:00,Red Bull Juniors Salzburg,FK Austria Wien Amateure,2. Liga,2009/10,19,Niko Kovac,Johann Dihanich,0.0,2.1,1.0,1.1,0.9,1.6,-0.7,2.5,2.0,0.5,1.7,1.3,0.4,0.8888888890000001,1.5555555559999998,-0.666666667,0.9090909090000001,1.636363636,-0.727272727,1.45,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310,5,6,3,2010,higher15,higher15,2010-03-06,15:15,FC Admira Wacker Mödling,FC Wacker Innsbruck,2. Liga,2009/10,19,Walter Schachner,Walter Kogler,0.0,2.1,0.25,1.85,2.55,0.85,1.7,1.7777777780000001,0.5555555560000001,1.222222222,2.363636364,0.363636364,2.0,2.888888889,0.5555555560000001,2.333333333,2.272727273,1.0909090909999999,1.181818182,2.1,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311,5,6,3,2010,6,7,2010-03-06,18:00,Red Bull Salzburg,SC Wiener Neustadt,Bundesliga,2009/10,23,Huub Stevens,Peter Schöttel,0.0,1.743589744,0.307692308,1.4358974359999999,1.6666666669999999,1.7083333330000001,-0.041666667000000004,2.058823529,0.705882353,1.3529411759999999,1.5,1.0,0.5,2.25,1.5833333330000001,0.666666667,1.083333333,1.8333333330000001,-0.75,2.076923077,1.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
312,5,6,3,2010,7,7,2010-03-06,18:00,SK Sturm Graz,SV Ried,Bundesliga,2009/10,23,Franco Foda,Paul Gludovatz,1.0,1.594594595,0.324324324,1.27027027,1.291666667,1.0,0.291666667,1.6666666669999999,0.666666667,1.0,1.526315789,1.052631579,0.473684211,1.454545455,0.9090909090000001,0.545454545,1.153846154,1.076923077,0.076923077,1.7837837840000001,1.4166666669999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,5,6,3,2010,8,7,2010-03-06,18:00,FK Austria Wien,LASK,Bundesliga,2009/10,23,Karl Daxbacher,Helmut Kraft,-1.0,1.941176471,0.5,1.441176471,2.166666667,2.541666667,-0.375,2.0,1.0625,0.9375,1.888888889,1.888888889,0.0,2.8181818180000002,1.727272727,1.0909090909999999,1.615384615,3.230769231,-1.615384615,1.735294118,1.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
314,5,6,3,2010,7,8,2010-03-06,18:00,SK Austria Kärnten,SV Mattersburg,Bundesliga,2009/10,23,Joze Prelogar,Franz Lederer,-2.0,0.875,0.75,0.125,1.217391304,1.782608696,-0.565217391,0.636363636,1.636363636,-1.0,1.076923077,3.0,-1.9230769230000002,2.0,1.545454545,0.454545455,0.5,2.0,-1.5,0.541666667,1.173913043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315,6,7,3,2010,8,7,2010-03-07,15:30,SV Kapfenberg,SK Rapid Wien,Bundesliga,2009/10,23,Werner Gregoritsch,Peter Pacult,0.0,1.217391304,0.608695652,0.608695652,2.222222222,1.3055555559999998,0.916666667,1.545454545,1.2727272729999999,0.272727273,0.916666667,2.583333333,-1.6666666669999999,2.588235294,1.0,1.588235294,1.894736842,1.5789473680000001,0.31578947399999996,0.956521739,1.8333333330000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
316,1,9,3,2010,4,3,2010-03-09,18:30,FC Dornbirn,SV Ried,ÖFB-Cup,2009/10,Achtelfinale,?,Paul Gludovatz,-2.0,1.142857143,0.857142857,0.28571428600000004,1.24,1.0,0.24,1.2727272729999999,1.636363636,-0.363636364,1.0,3.1,-2.1,1.454545455,0.9090909090000001,0.545454545,1.071428571,1.071428571,0.0,1.0,1.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1,9,3,2010,0,0,2010-03-09,18:30,FC Dornbirn,SV Ried,ÖFB-Cup,2009/10,Achtelfinale,Armand Benneker,?,-2.0,1.0909090909999999,0.9090909090000001,0.181818182,1.269230769,0.961538462,0.307692308,1.166666667,1.6666666669999999,-0.5,1.0,3.1,-2.1,1.454545455,0.9090909090000001,0.545454545,1.133333333,1.0,0.133333333,0.954545455,1.4230769230000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1,9,3,2010,4,3,2010-03-09,19:00,SK Austria Kärnten,First Vienna FC,ÖFB-Cup,2009/10,Achtelfinale,?,Peter Stöger,-2.0,1.2380952379999999,0.6190476189999999,0.6190476189999999,1.64,1.68,-0.04,1.0,1.3,-0.3,1.454545455,1.454545455,0.0,2.25,1.5833333330000001,0.666666667,1.076923077,1.769230769,-0.692307692,1.19047619,1.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1,9,3,2010,3,4,2010-03-09,19:00,SK Austria Kärnten,First Vienna FC,ÖFB-Cup,2009/10,Achtelfinale,Joze Prelogar,?,0.0,2.0,0.23809523800000001,1.761904762,1.80952381,1.619047619,0.19047619,1.6,0.5,1.1,2.363636364,0.363636364,2.0,2.0,1.333333333,0.666666667,1.6666666669999999,1.8333333330000001,-0.166666667,2.047619048,1.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
320,1,9,3,2010,0,0,2010-03-09,19:00,FC Wacker Innsbruck,SC Austria Lustenau,ÖFB-Cup,2009/10,Achtelfinale,Walter Kogler,Edmund Stöhr,-2.0,1.2272727270000001,0.727272727,0.5,1.692307692,1.653846154,0.038461537999999997,1.0,1.454545455,-0.454545455,1.454545455,1.454545455,0.0,2.25,1.5833333330000001,0.666666667,1.214285714,1.714285714,-0.5,1.136363636,1.384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
