,competition,date,gameday,guest_coach,guest_game_system,guest_team_id,guest_team_name,home_coach,home_game_system,home_team_id,home_team_name,identifier,result,saison,time,viewers,weekday,day,month,year
3154,2. Liga,2016-07-22 18:30:00,1,Jürgen Halper,4-2-3-1 ,7443,Floridsdorfer AC,Maurizio Jacobacci,4-2-3-1 ,2444,FC Wacker Innsbruck,2a70e878440ea55528c871a7ed69ac448293a1fce23e535df658e0733f01a252,2:1,2016/17,18:30,2351,4,22,7,2016
3155,2. Liga,2016-07-29 18:30:00,2,Maurizio Jacobacci,4-4-1-1,2444,FC Wacker Innsbruck,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,402cae2e231142b101710aacf1ed5dc5cdded996bca9b5ecf9ca24869c19dab2,1:1,2016/17,18:30,1400,4,29,7,2016
3156,2. Liga,2016-05-08 20:30:00,3,Thomas Silberberger,4-3-3 offensiv,2446,WSG Wattens,Maurizio Jacobacci,4-2-3-1 ,2444,FC Wacker Innsbruck,16840421f2c8162a1ae8f2b5c6c936858a8e861660f57141d2e29dd615cffc8f,1:2,2016/17,20:30,9026,6,8,5,2016
3157,2. Liga,2016-12-08 20:30:00,4,Maurizio Jacobacci,4-1-4-1,2444,FC Wacker Innsbruck,Oliver Glasner,4-4-1-1,413,LASK,b37e1702751d356853c7b2d4735d50c6460fac26c4ee1789921befda69130718,1:0,2016/17,20:30,3067,3,8,12,2016
3158,2. Liga,2016-08-16 18:30:00,5,Thomas Letsch,4-2-3-1 ,37024,FC Liefering,Maurizio Jacobacci,4-1-4-1,2444,FC Wacker Innsbruck,d439e19dea4cc2c5266ad15fdeee034129184a6a742ac373e53febccf105fb73,1:1,2016/17,18:30,1891,1,16,8,2016
3159,2. Liga,2016-08-19 18:30:00,6,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Maurizio Jacobacci,4-1-4-1,2444,FC Wacker Innsbruck,4b412b917e6fcf3706ae5d5bdf705eae785c745b55133e60cba81334cf355b08,0:1,2016/17,18:30,2391,4,19,8,2016
3160,2. Liga,2016-08-26 18:30:00,7,Masanori Hamayoshi,4-4-2,2444,FC Wacker Innsbruck,Thomas Silberberger,4-1-4-1,2157,FC Blau Weiß Linz,41eb8586c6f250194b3f6017be7f709cdd4074bf094c0255fb5168c6853b9dbf,2:2,2016/17,18:30,1200,4,26,8,2016
3161,2. Liga,2016-09-09 18:30:00,8,Maurizio Jacobacci,4-1-4-1,2444,FC Wacker Innsbruck,Masanori Hamayoshi,4-1-4-1,10044,SV Horn,3efaac0366a821cd3c3459cf88473bcc8c267e5b829d7669399861877baca65a,2:1,2016/17,18:30,1075,4,9,9,2016
3162,2. Liga,2016-09-13 18:30:00,9,René Wagner,4-4-2,17444,SC Wiener Neustadt,Maurizio Jacobacci,4-1-4-1,2444,FC Wacker Innsbruck,02e82ed410702a3b5313c993427e996e73f390e8dfd25d4c12d95ec6b65a1526,3:2,2016/17,18:30,1608,1,13,9,2016
3163,2. Liga,2016-09-16 18:30:00,10,Maurizio Jacobacci,4-1-4-1,2444,FC Wacker Innsbruck,Jürgen Halper,4-2-3-1 ,7443,Floridsdorfer AC,5eeb0997ffea61ca63f3447ff45e847e66bd19d017743d158593d44bf92b7f2a,3:1,2016/17,18:30,900,4,16,9,2016
3164,2. Liga,2016-09-23 18:30:00,11,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,Thomas Grumser,4-1-4-1,2444,FC Wacker Innsbruck,91e9b98d3dfca489348d8711f2043ce1f6968973c0dddbf2a687fc217836d694,1:0,2016/17,18:30,1981,4,23,9,2016
3165,2. Liga,2016-09-30 20:30:00,12,Thomas Grumser,4-2-3-1 ,2444,FC Wacker Innsbruck,Thomas Silberberger,4-2-3-1 ,2446,WSG Wattens,eddb264d2c2794392a66da06bf671f8f4efa362a0aa51a93e1f12e9759c0d1a6,2:1,2016/17,20:30,5500,4,30,9,2016
3166,2. Liga,2016-10-14 18:30:00,13,Oliver Glasner,4-4-1-1,413,LASK,Thomas Grumser,4-2-3-1 ,2444,FC Wacker Innsbruck,6ad6641d5585286a9fd7370a040a068a65e00b3236c1160f0357b4a85098249a,2:1,2016/17,18:30,2004,4,14,10,2016
3167,2. Liga,2016-10-17 18:30:00,14,Thomas Grumser,4-2-3-1 ,2444,FC Wacker Innsbruck,Thomas Letsch,4-2-3-1 ,37024,FC Liefering,7b01c9a2014ce00c83cb0d2bb0bdf74cd3360bc9f5389d933b459b1a95d12cf6,1:2,2016/17,18:30,390,0,17,10,2016
3168,2. Liga,2016-10-21 18:30:00,15,Thomas Grumser,4-2-3-1 ,2444,FC Wacker Innsbruck,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,58a1cce7df3a77a925b48a0ae3a19f9ac140f70c6d2a93e1b34b5f570f79dfbd,2:2,2016/17,18:30,3300,4,21,10,2016
3169,2. Liga,2016-01-11 18:30:00,16,Klaus Schmidt,4-4-2,2157,FC Blau Weiß Linz,Thomas Grumser,4-1-4-1,2444,FC Wacker Innsbruck,88388b865be2fa2268cf3abfe02b8d75be2b0483462d09aff58a4e98a18565a1,1:1,2016/17,18:30,2130,0,11,1,2016
3170,2. Liga,2016-04-11 18:30:00,17,Masanori Hamayoshi,4-3-3 offensiv,10044,SV Horn,Thomas Grumser,4-1-4-1,2444,FC Wacker Innsbruck,46870ebdd6293abc19348eebda75cf56fbe6f5558a0695917aa2aa2a113fcb97,0:0,2016/17,18:30,1537,0,11,4,2016
3171,2. Liga,2016-11-18 20:30:00,18,Thomas Grumser,4-2-3-1 ,2444,FC Wacker Innsbruck,René Wagner,4-4-2 doppel 6,17444,SC Wiener Neustadt,7fe2eb8a6b3a7b6ddcee03eb4b11b16da73e0292279679c1536e0b2178633b19,2:2,2016/17,20:30,850,4,18,11,2016
3172,2. Liga,2016-11-25 18:30:00,19,Jürgen Halper,4-2-3-1 ,7443,Floridsdorfer AC,Thomas Grumser,4-1-4-1,2444,FC Wacker Innsbruck,f1e3cc9d6121269a1109e5fb2990c75a55a7ce672140e6752c7ce52766f1d76c,2:1,2016/17,18:30,1107,4,25,11,2016
3173,2. Liga,2016-02-12 18:30:00,20,Thomas Grumser,4-1-4-1,2444,FC Wacker Innsbruck,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,2bd1ef953c19e825adfefb366d6477126d31551f027cd44b080bf146aad2559a,1:3,2016/17,18:30,560,4,12,2,2016
3174,2. Liga,2017-02-24 18:30:00,21,Thomas Silberberger,3-4-3 flach,2446,WSG Wattens,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,d4c32e489af923fba1f0faf9d03def66c03e917ad423dbaf150bdbc13b31a107,0:1,2016/17,18:30,5582,4,24,2,2017
3175,2. Liga,2017-03-03 20:30:00,22,Karl Daxbacher,4-2-3-1 ,2444,FC Wacker Innsbruck,Oliver Glasner,4-4-1-1,413,LASK,50506ad4b30c5e22c101523c1b232c6893163a7c87bbb1b3109cc15df3be8311,3:1,2016/17,20:30,4226,4,3,3,2017
3176,2. Liga,2017-10-03 18:30:00,23,Thomas Letsch,4-4-2 doppel 6,37024,FC Liefering,Karl Daxbacher,3-5-2,2444,FC Wacker Innsbruck,38804dec9fa2271ff87aecfe703c8364d58017ceb6944446149d03a756b0d89e,0:2,2016/17,18:30,1635,1,3,10,2017
3177,2. Liga,2017-03-13 18:30:00,24,Daniel Ernemann,4-2-3-1 ,541,SC Austria Lustenau,Karl Daxbacher,4-2-3-1 ,2444,FC Wacker Innsbruck,727431e1aa3a683b8b7a40ac90dc934bff4f7d1d808ddd13058964228ad2da4d,1:0,2016/17,18:30,1214,0,13,3,2017
3178,2. Liga,2017-03-17 18:30:00,25,Karl Daxbacher,4-2-3-1 ,2444,FC Wacker Innsbruck,Klaus Schmidt,4-4-1-1,2157,FC Blau Weiß Linz,3d1eef57b1dfff4da1ce210074ccb5acf539279a11f6140c2bd5bbb9cae8b96d,3:1,2016/17,18:30,1146,4,17,3,2017
3179,2. Liga,2017-03-31 20:30:00,26,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,Masanori Hamayoshi,4-1-4-1,10044,SV Horn,87e63a505b11b7945431bc4103a6afbec701be7585cfd1338c12e40afbd6fea5,1:2,2016/17,20:30,900,4,31,3,2017
3180,2. Liga,2017-07-04 18:30:00,27,René Wagner,4-4-2 doppel 6,17444,SC Wiener Neustadt,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,00e1ec0aa5b691b699486ffeba4149e9d71c0a3329c3b3f97f609fe6a20ea911,2:2,2016/17,18:30,1728,1,4,7,2017
3181,2. Liga,2017-04-14 18:30:00,28,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,Franz Maresch,4-4-2,7443,Floridsdorfer AC,5577fb070b722ef704ec07a1903a42c21f04fa39403f8583bb5c6b96cb42d877,1:2,2016/17,18:30,740,4,14,4,2017
3182,2. Liga,2017-04-18 18:30:00,29,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,c9babed2bc58896348f6e4c584e6318095de2361d1e74721dbe8e0989d6e3bcc,3:3,2016/17,18:30,1068,1,18,4,2017
3183,2. Liga,2017-04-21 20:30:00,30,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,Thomas Silberberger,4-2-3-1 ,2446,WSG Wattens,d7a062616572f664b99b57c9fc10f162dbc46e0326e9774b2f202e39b0b23ee1,3:4,2016/17,20:30,3650,4,21,4,2017
3184,2. Liga,2017-08-05 18:30:00,31,Oliver Glasner,4-4-1-1,413,LASK,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,fa5b209634acf4cb1efb1b1a786c16403044e6988d3065f86387b6d3163445f3,2:3,2016/17,18:30,1540,5,5,8,2017
3185,2. Liga,2017-02-05 18:30:00,32,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,Thomas Letsch,4-4-2 doppel 6,37024,FC Liefering,83febb00641094d7cce01a155336633500f03c36bde80c6771680c36627a9ac1,0:3,2016/17,18:30,220,6,5,2,2017
3186,2. Liga,2017-05-05 18:30:00,33,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,Andreas Lipa,4-4-2 doppel 6,541,SC Austria Lustenau,fdf4c892b1260dae0e463ad381171e9ae2bf0a3dd6a8f9344c9801051ce12f3b,2:1,2016/17,18:30,2600,4,5,5,2017
3187,2. Liga,2017-12-05 18:30:00,34,Klaus Schmidt,4-4-1-1,2157,FC Blau Weiß Linz,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,6b6d78c89d34abb97cc0a0ef901b779b4fde69067890561b27e27671cab4d8b9,2:1,2016/17,18:30,1740,1,5,12,2017
3188,2. Liga,2017-05-19 19:30:00,35,Christoph Westerthaler,4-2-3-1 ,10044,SV Horn,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,65728aead6727322e0c37f51349dafa2c23b6e31aaeeec19fc11e47c500b6706,3:0,2016/17,19:30,2169,4,19,5,2017
3189,2. Liga,2017-05-26 19:30:00,36,Karl Daxbacher,4-1-4-1,2444,FC Wacker Innsbruck,René Wagner,4-4-2 doppel 6,17444,SC Wiener Neustadt,44ce3cd43ef62270078ec008e07caa82f1490092e55fa49688756f6d2290602c,1:3,2016/17,19:30,1400,4,26,5,2017
3190,ÖFB-Cup,2016-07-17 18:00:00,1.Runde,Maurizio Jacobacci,4-4-1-1,2444,FC Wacker Innsbruck,,,19578,SC Mannsdorf,bd509b9cb19d1e1913b8a19a5ce5e870dbfb423ac5930e0a563a1ed783266397,7:6  n.E.,2016/17,18:00,1000,6,17,7,2016
3191,2. Liga,2016-07-22 20:30:00,1,Oliver Glasner,4-4-1-1,413,LASK,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,9122d79ee3a784fcebaa19ef1ace97707f1a3e861340898c2fa4b7890c964e77,1:1,2016/17,20:30,3500,4,22,7,2016
3192,2. Liga,2016-07-29 18:30:00,2,Masanori Hamayoshi,4-2-3-1 ,10044,SV Horn,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,8952353b467eea950ca8b9b9a8ffb9790607bd383808dc385f2aa80b2e2768d4,2:1,2016/17,18:30,2700,4,29,7,2016
3193,2. Liga,2016-05-08 18:30:00,3,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Jürgen Halper,4-1-4-1,7443,Floridsdorfer AC,2c37c3195da71965895ab2d2cd324cb94acc073e5ae7ac8f47c5640f39472c07,1:3,2016/17,18:30,1000,6,8,5,2016
3194,2. Liga,2016-12-08 18:30:00,4,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,130daaa22af8bd56c28a825f2c0d053c18abdd3e1054a77ce046cccb0ed8507b,1:3,2016/17,18:30,2900,3,8,12,2016
3195,2. Liga,2016-08-15 18:30:00,5,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Wilhelm Wahlmüller,3-5-2,2157,FC Blau Weiß Linz,802270ea48e5c177dc6f2254ef8db3a4623b1adb503f00d771af510ff58c1b86,1:1,2016/17,18:30,1500,0,15,8,2016
3197,2. Liga,2016-08-26 18:30:00,7,Thomas Letsch,4-2-3-1 ,37024,FC Liefering,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,94f691cb113ca5c909a814bd23862acc70f6ae143ea9b577ff58a8482ee84e50,1:1,2016/17,18:30,2400,4,26,8,2016
3198,2. Liga,2016-09-09 18:30:00,8,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,René Wagner,4-1-4-1,17444,SC Wiener Neustadt,9fd03da4327222762a833310418ee3918a8d5fbb9010c1b30367b12763f5447c,1:4,2016/17,18:30,740,4,9,9,2016
3199,2. Liga,2016-12-09 18:30:00,9,Thomas Silberberger,4-1-4-1,2446,WSG Wattens,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,832d6a1f9a7e8d36864080fc116790155c497c5ddce214a462e37200e29288d3,4:0,2016/17,18:30,2500,4,9,12,2016
3200,2. Liga,2016-09-16 18:30:00,10,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Oliver Glasner,4-4-1-1,413,LASK,ee704e7fdc96c6352c8fef4cdd979d8987863f78f9a36865d69d157094cee81c,3:1,2016/17,18:30,3017,4,16,9,2016
3201,2. Liga,2016-09-23 18:30:00,11,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Masanori Hamayoshi,4-1-4-1,10044,SV Horn,fadd2c6829008ffef83ac545ca5cd5164a131585974d5a148dc58b971e6bc43c,1:3,2016/17,18:30,800,4,23,9,2016
3202,2. Liga,2016-09-30 18:30:00,12,Jürgen Halper,4-3-3 offensiv,7443,Floridsdorfer AC,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,d70053ac3c73a8300c9448e6e1ba7b9a741d24038d2dff635a3c6e4f3895a829,1:1,2016/17,18:30,3300,4,30,9,2016
3203,2. Liga,2016-10-14 20:30:00,13,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,48cc5558983ec6bbf3096abeaeba16ab9081820131f0e073e9f6d854258d71a3,0:1,2016/17,20:30,650,4,14,10,2016
3204,2. Liga,2016-10-18 18:30:00,14,Klaus Schmidt,4-4-2 doppel 6,2157,FC Blau Weiß Linz,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,63c300f10ab871234b83c3b8bb363a8504750b22e9b5d1c42f748da7e06d972e,0:0,2016/17,18:30,2500,1,18,10,2016
3206,2. Liga,2016-01-11 18:30:00,16,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Thomas Letsch,4-2-3-1 ,37024,FC Liefering,fe3b9a94b708449ced189bbe4be12e76f9908eb2818eff84f05e41529e88fb4f,3:5,2016/17,18:30,454,0,11,1,2016
3207,2. Liga,2016-04-11 18:30:00,17,René Wagner,4-4-2 doppel 6,17444,SC Wiener Neustadt,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,722d3aa688a86c52daf9227ac6d50e13daf2635564312f311038796519ce79f9,1:0,2016/17,18:30,3000,0,11,4,2016
3208,2. Liga,2016-11-18 18:30:00,18,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,Thomas Silberberger,4-2-3-1 ,2446,WSG Wattens,d1ac3b1ee7a44110b0e8e2028fc5627d136dbcfdf074ca7debb7d6eab30bd73d,2:4,2016/17,18:30,1400,4,18,11,2016
3209,2. Liga,2016-11-25 20:30:00,19,Oliver Glasner,4-4-1-1,413,LASK,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,e4db14f5039ced9ba5445e9334e77668c1d26141c8aa11fb727b46a2261548eb,2:4,2016/17,20:30,3500,4,25,11,2016
3210,2. Liga,2016-02-12 18:30:00,20,Masanori Hamayoshi,4-1-4-1,10044,SV Horn,Lassaad Chabbi,4-2-3-1 ,541,SC Austria Lustenau,d3b4a1d9c2ae463510a23bd0a7c0e5183e6f9c6ec8e50a5c096c9862042d9ea6,2:3,2016/17,18:30,1900,4,12,2,2016
3211,2. Liga,2017-02-24 18:30:00,21,Lassaad Chabbi,3-4-3 flach,541,SC Austria Lustenau,Franz Maresch,3-5-2 offensiv,7443,Floridsdorfer AC,97e39e860034cf8244862421ac727d27a2a9ae440144aeafe316b8dc743871ce,1:0,2016/17,18:30,580,4,24,2,2017
3212,2. Liga,2017-03-03 18:30:00,22,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,Daniel Ernemann,4-2-3-1 ,541,SC Austria Lustenau,793b8afef3c0a15ffdfcacf02fedd5ed8fc21e22141bacded3968939089cd312,0:0,2016/17,18:30,2500,4,3,3,2017
3213,2. Liga,2017-10-03 20:30:00,23,Daniel Ernemann,?,541,SC Austria Lustenau,Klaus Schmidt,?,2157,FC Blau Weiß Linz,5d653f5795f3a0cc62de13f7fc2758133661162aa39a7448ab3d623816e141e1,0:0,2016/17,20:30,1100,1,3,10,2017
3215,2. Liga,2017-03-17 18:30:00,25,Thomas Letsch,4-4-2 doppel 6,37024,FC Liefering,Daniel Ernemann,3-5-2,541,SC Austria Lustenau,dde4d1ec4fbfab98e0806efc2522408de689b11474b38c68c94a1c4e1d93aeea,2:0,2016/17,18:30,2700,4,17,3,2017
3216,2. Liga,2017-03-31 18:30:00,26,Daniel Ernemann,4-2-3-1 ,541,SC Austria Lustenau,René Wagner,4-4-2,17444,SC Wiener Neustadt,5805e46270ecde470a67176b1c84d221f1c3adfd6d8192d75ec570cc58f5d380,1:1,2016/17,18:30,600,4,31,3,2017
3217,2. Liga,2017-07-04 20:30:00,27,Thomas Silberberger,4-3-3 offensiv,2446,WSG Wattens,Daniel Ernemann,3-5-2,541,SC Austria Lustenau,5b63821541598cc320b81fddebdeba4fe6b2860510835a7c70f34cd080dc5d9b,2:2,2016/17,20:30,2500,1,4,7,2017
3218,2. Liga,2017-04-14 20:30:00,28,Daniel Ernemann,3-4-3 flach,541,SC Austria Lustenau,Oliver Glasner,4-4-1-1,413,LASK,0868f913851c02361a52ad19f452f16161eb5197ed786709fe3a44de49240411,2:0,2016/17,20:30,3618,4,14,4,2017
3219,2. Liga,2017-04-18 18:30:00,29,Daniel Ernemann,4-2-3-1 ,541,SC Austria Lustenau,Masanori Hamayoshi,4-4-1-1,10044,SV Horn,3b1c22d0f62ab5e4c457c8d4c238c4a77aaa88c765e5f4c030228b90edf0ee5d,1:2,2016/17,18:30,467,1,18,4,2017
3220,2. Liga,2017-04-21 18:30:00,30,Franz Maresch,4-1-4-1,7443,Floridsdorfer AC,Andreas Lipa,4-3-3 defensiv,541,SC Austria Lustenau,449a7f78ef720681d33331674c88bee3b6802d7bd39abc557f49eee1b6a10ed3,0:0,2016/17,18:30,1800,4,21,4,2017
3221,2. Liga,2017-04-28 18:30:00,31,Andreas Lipa,4-3-3 defensiv,541,SC Austria Lustenau,Abdulah Ibrakovic,4-2-3-1 ,2394,SV Kapfenberg,570429d33092ba0f84ce107aa6acadb8e235c804534f499616e9e00998957369,2:3,2016/17,18:30,420,4,28,4,2017
3222,2. Liga,2017-02-05 18:30:00,32,Klaus Schmidt,4-2-3-1 ,2157,FC Blau Weiß Linz,Andreas Lipa,4-2-3-1 ,541,SC Austria Lustenau,bb5cf40c0855912381c25dabdceaac8de12448cf5815e3c98a295cada72277d8,1:4,2016/17,18:30,1500,6,5,2,2017
3224,2. Liga,2017-12-05 18:30:00,34,Andreas Lipa,4-3-3 defensiv,541,SC Austria Lustenau,Thomas Letsch,4-4-2 Raute,37024,FC Liefering,711008af5a8fd6eaac91642f0887377d4247ca2e5a3f00dea31ca371e858c992,4:1,2016/17,18:30,295,1,5,12,2017
3225,2. Liga,2017-05-19 19:30:00,35,René Wagner,4-4-2 doppel 6,17444,SC Wiener Neustadt,Andreas Lipa,4-3-3 defensiv,541,SC Austria Lustenau,0b89917cd8cba49270d8b8c41694995dfc6177ecf2b2d83dbed0da10e5d7ce6f,2:0,2016/17,19:30,1800,4,19,5,2017
3226,2. Liga,2017-05-26 19:30:00,36,Andreas Lipa,4-2-3-1 ,541,SC Austria Lustenau,Thomas Silberberger,4-3-3 offensiv,2446,WSG Wattens,195d453902ef699e704f3a61431beba9017355efd3399a5decdb1f7533e138f1,2:2,2016/17,19:30,2150,4,26,5,2017
3227,ÖFB-Cup,2016-07-16 17:00:00,1.Runde,Lassaad Chabbi,4-4-2 doppel 6,541,SC Austria Lustenau,,,12490,ATUS Ferlach,409fc374aa89d59abc4c99bca3511e94b4ca83796f8b8157c9149bed09092549,1:6,2016/17,17:00,500,5,16,7,2016
3228,ÖFB-Cup,2016-09-20 19:30:00,2.Runde,Lassaad Chabbi,?,541,SC Austria Lustenau,,,12210,SKU Amstetten,f33653e35e800a89352ce2410ba2740a64ab32145a1932b70147881af8b2025b,3:2  n.E.,2016/17,19:30,1300,1,20,9,2016
3229,2. Liga,2016-07-22 18:30:00,1,Masanori Hamayoshi,4-2-3-1 ,10044,SV Horn,Thomas Letsch,4-2-3-1 ,37024,FC Liefering,70c99b48983d383d39ba8b844dc9571b3a7857577b201cabd648eebcc5bf621d,1:0,2016/17,18:30,350,4,22,7,2016
3230,2. Liga,2016-07-29 18:30:00,2,Thomas Letsch,4-2-3-1 ,37024,FC Liefering,René Wagner,4-1-4-1,17444,SC Wiener Neustadt,994819ff204480811ff8753db82e87eed9b89e0c2150c34f352dfb00d8a3ca57,1:4,2016/17,18:30,660,4,29,7,2016
