,competition,date,gameday,guest_coach,guest_game_system,guest_team_id,guest_team_name,home_coach,home_game_system,home_team_id,home_team_name,identifier,result,saison,time,viewers
255,Bundesliga,So. 17.03.2019,22,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,,,122,SK Sturm Graz,c4d161d2bff6accba75a1fa9845596e8d13fce7c1a0b0d9a3c474d0c911f5616,1:0,2018/19,17:00,14643
256,Bundesliga,So. 31.03.2019,23,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,,,409,Red Bull Salzburg,3137d5ae0d23ebb922ccf0705f352b195c6f4587df69d0d5476bb74121b8d6de,5:1,2018/19,17:00,10228
257,Bundesliga,So. 07.04.2019,24,,,122,SK Sturm Graz,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,9e2da3decc093c4966195792d5c5548b846c86cbb38c1941936f9dd837f0a645,0:1,2018/19,14:30,10150
258,Bundesliga,So. 14.04.2019,25,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,,,4441,Wolfsberger AC,9a353b17a46c511cefb7f0d0985f28f32a0b3f59ce0e8ece9238ec2dc0d2f6a1,1:1,2018/19,14:30,3357
259,Bundesliga,So. 21.04.2019,26,,,413,LASK,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,376b3d032b43653cecb28d6d031d3bde2b01142fa4760b7e58073bfd5bed8de9,2:2,2018/19,17:00,8050
260,Bundesliga,Mi. 24.04.2019,27,,,2662,SKN St. Pölten,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,8bc30c496b4339e69ccb88b083b6a1395f28bb53c744d2e1c331fc679242eb87,2:2,2018/19,19:00,7850
261,Bundesliga,So. 28.04.2019,28,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,,,2662,SKN St. Pölten,f1768679b633d6da1dba2637eee37fb252f5ebdc7cdb81f01aa9476ea11b19d6,1:2,2018/19,14:30,4020
262,Bundesliga,So. 05.05.2019,29,,,409,Red Bull Salzburg,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,34608929803fb65477fa0dc5b5f741c323d2f053bb908060e24026baae189c55,1:2,2018/19,17:00,9578
263,Bundesliga,So. 12.05.2019,30,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,,,122,SK Sturm Graz,cae06d1d94f5b8429a690f270b53c7499d6d3cefb3bfc607b2588bdf529b1a22,1:3,2018/19,14:30,8168
264,Bundesliga,So. 19.05.2019,31,,,4441,Wolfsberger AC,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,651f241ff8469e0518873730ab38b5b965bde39014150fb9fea6bfc7ce9a3ca8,2:0,2018/19,17:00,11252
265,Bundesliga,So. 26.05.2019,32,Robert Ibertsberger,3-4-3 flach,14,FK Austria Wien,,,413,LASK,aba8cbf2869a80d305f882aca4ce8e855c8eb890c67bbb0d0f22cb658ee992bd,5:2,2018/19,17:00,6087
266,ÖFB-Cup,So. 22.07.2018,1.Runde,Thomas Letsch,4-3-1-2,14,FK Austria Wien,,,12083,FV Austria XIII,5db1c102096d97d22b49c20046ade1ad22a1e1f0d1ce58a26a3328b75e2c16d7,0:4,2018/19,11:00,2152
267,ÖFB-Cup,Mi. 26.09.2018,2.Runde,,,122,SK Sturm Graz,Thomas Letsch,4-2-3-1 ,14,FK Austria Wien,dac5c8cd3abc27d3ffe94c6901af7231780326ae2356bebcc07ee8637cc6b2cd,2:0,2018/19,20:45,8900
268,ÖFB-Cup,Di. 30.10.2018,Achtelfinale,,,7443,Floridsdorfer AC,Thomas Letsch,4-1-3-2,14,FK Austria Wien,939bc9b6fc120e2e488d53847469687319d43f1d781a91cb9a543e5b9bd77770,3:1,2018/19,20:20,7212
269,ÖFB-Cup,Fr. 15.02.2019,Viertelfinale,Thomas Letsch,4-4-2 doppel 6,14,FK Austria Wien,,,316,Grazer AK 1902,e3b7986fd5418d03c4391c8c95df2954295a77117be87c4e27955291b9c4b7e3,2:1,2018/19,19:00,12295
270,Bundesliga,Sa. 28.07.2018,1,,,856,SV Mattersburg,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,f9156bb474a6e0fcd012145f50d20017cfe3c21b854a625ba44770703c275fde,2:3,2018/19,17:00,4523
271,Bundesliga,Sa. 04.08.2018,2,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,170,SK Rapid Wien,55eee0513c88b01ba40c4f8ec029ee9e146738a9bfb99ca863811bd69374b578,1:1,2018/19,17:00,15200
272,Bundesliga,Sa. 11.08.2018,3,,,2444,FC Wacker Innsbruck,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,d5ff103daeaae2db7548a6cfe4ab826dca4fab8b9b49427a9e6339ce761b274d,1:2,2018/19,17:00,5845
273,Bundesliga,So. 19.08.2018,4,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,122,SK Sturm Graz,20c7f2a69ae99b849698c98df7ad1dbdfc6db71fe6ec6d30490d3e8be09f6ea4,1:1,2018/19,17:00,6712
274,Bundesliga,Sa. 25.08.2018,5,,,409,Red Bull Salzburg,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,54d9d4fb55d3477ec840b7fb86871b67effc181b23afdab4aef23b3ec1e51dbc,2:3,2018/19,17:00,4125
275,Bundesliga,Sa. 01.09.2018,6,,,2662,SKN St. Pölten,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,f145a8a16a759b596cabd694e1f561927357042e760523a9b3001db912b837f3,1:2,2018/19,17:00,3248
276,Bundesliga,Sa. 15.09.2018,7,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,4467,TSV Hartberg,244ea20dce64b1532d03681b4155f35a8a0a340e840d1b9b8d670f7300638bc8,2:1,2018/19,17:00,2166
277,Bundesliga,Sa. 22.09.2018,8,,,4441,Wolfsberger AC,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,0d7793a51beb41b42dcbbb02689289bcd20c064b81d5f4d8e5c7ef88ebc7aeb9,0:1,2018/19,17:00,3267
278,Bundesliga,Sa. 29.09.2018,9,Werner Grabherr,4-3-3 offensiv,3551,SC Rheindorf Altach,,,503,FC Admira Wacker Mödling,2d3e5ad5d8d9e05c9200e1e2267b1daa5f2fa1b0c0d037549ebd8531051008b1,2:4,2018/19,17:00,1600
279,Bundesliga,Sa. 06.10.2018,10,,,14,FK Austria Wien,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,4b0b01fccc1c5388749b234fdecc9cf4ea463630ed2be716a8888b75a1b0b186,2:0,2018/19,17:00,3712
280,Bundesliga,Sa. 20.10.2018,11,Werner Grabherr,5-3-2,3551,SC Rheindorf Altach,,,413,LASK,5311cabec60128a07ab193c5aa47519e706b9cffcdad789ce8200ef88134905d,1:1,2018/19,17:00,5089
281,Bundesliga,Sa. 27.10.2018,12,Werner Grabherr,5-3-2,3551,SC Rheindorf Altach,,,856,SV Mattersburg,c593eb2bce4da74a1d34a65ee3b2c8bd10755d22c564626266d0423cb48b80a9,1:1,2018/19,17:00,1600
282,Bundesliga,So. 04.11.2018,13,,,170,SK Rapid Wien,Werner Grabherr,5-3-2,3551,SC Rheindorf Altach,07f99eb8f266d5f6bea50dc7391b7bc65ab013efb8fffe56dea8ded6a5c92191,2:2,2018/19,17:00,5038
283,Bundesliga,Sa. 10.11.2018,14,Werner Grabherr,5-3-2,3551,SC Rheindorf Altach,,,2444,FC Wacker Innsbruck,b3fc83ee9a80a64d85cde069da82237ab2257dd37f658623411dc978ef5a8963,1:0,2018/19,17:00,5343
284,Bundesliga,So. 25.11.2018,15,,,122,SK Sturm Graz,Werner Grabherr,4-5-1,3551,SC Rheindorf Altach,a30f41051f307d11e3379bc8eb3f47af7148efd5f8ca1f4ce068735477ae5cb4,0:2,2018/19,14:30,3876
285,Bundesliga,So. 02.12.2018,16,Werner Grabherr,4-3-3 offensiv,3551,SC Rheindorf Altach,,,409,Red Bull Salzburg,567fd0d399010a68d1ee3d187cc7b48e657eca18fd6d2526ae35867e4ece4bd2,1:0,2018/19,14:30,5797
286,Bundesliga,Sa. 08.12.2018,17,Werner Grabherr,4-3-3 offensiv,3551,SC Rheindorf Altach,,,2662,SKN St. Pölten,72e1cbe92a2b4c7dbb23ffe843a1f6f9f4fa1d6ac4f794e1eb830e6f3b019838,2:1,2018/19,17:00,2143
287,Bundesliga,So. 16.12.2018,18,,,4467,TSV Hartberg,Werner Grabherr,5-3-2,3551,SC Rheindorf Altach,820ddc8668551e66a48e72622d294f41a32a9f1a3deb793c9362bc1d09143159,6:1,2018/19,14:30,2543
288,Bundesliga,Sa. 23.02.2019,19,Werner Grabherr,5-4-1 flach,3551,SC Rheindorf Altach,,,4441,Wolfsberger AC,c0799d9da2c8c6e05f4fc5ac5076ba7e449f7aec76db6a99c75f53ed2ef2817c,0:0,2018/19,17:00,3198
289,Bundesliga,Sa. 02.03.2019,20,,,503,FC Admira Wacker Mödling,Werner Grabherr,5-3-2,3551,SC Rheindorf Altach,91c5bd3d08dc8448f30c45e3352ac327a66ea1800817d108d223651cd52f5a3e,0:1,2018/19,17:00,3618
290,Bundesliga,So. 10.03.2019,21,Wolfgang Luisser,5-3-2,3551,SC Rheindorf Altach,,,14,FK Austria Wien,b4afb9c1752cbc5879b361b9b76e0762962dc11c39c5ffb80c4fa381dd632a10,1:3,2018/19,17:00,9380
291,Bundesliga,So. 17.03.2019,22,,,413,LASK,Wolfgang Luisser,5-3-2,3551,SC Rheindorf Altach,524a2252261934e859de07132abc7b921804f6dcf7246236bd3fdaa8ccea38b4,1:2,2018/19,17:00,4072
292,Bundesliga,Sa. 30.03.2019,23,,,856,SV Mattersburg,Alex Pastoor,5-3-2,3551,SC Rheindorf Altach,462e2b6220c4c77a266981fc2a6b7c39c1cd273d7bb8d6b85eb56b9d5ef030c4,2:1,2018/19,17:00,4048
293,Bundesliga,Sa. 06.04.2019,24,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,503,FC Admira Wacker Mödling,5120ed71f5df41f70364f934480a804aec41e633990770fc2c061b59916158f3,1:1,2018/19,17:00,1850
294,Bundesliga,Sa. 13.04.2019,25,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,4467,TSV Hartberg,7909e2016056dc8ce880e7921c4923e6381b326d27e18197e647f8390310bacd,0:1,2018/19,17:00,1832
295,Bundesliga,Sa. 20.04.2019,26,,,170,SK Rapid Wien,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,32e9d946c2163a45a34ca81a8b716d072f489dc089a425f3f4cde483c3bb9a33,2:2,2018/19,17:00,5912
296,Bundesliga,Di. 23.04.2019,27,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,2444,FC Wacker Innsbruck,392d69990d55a839de05e0c9c809f1af0bbf62c2687d4350f6b153a06b4374fb,0:4,2018/19,19:00,2782
297,Bundesliga,Sa. 27.04.2019,28,,,2444,FC Wacker Innsbruck,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,dfce5ee8a0758aabfb8ccd18f6baeb649f1372c2918428043dee342c0fd5a76b,1:4,2018/19,17:00,4087
298,Bundesliga,Sa. 04.05.2019,29,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,856,SV Mattersburg,41eea17dcf325517412ecde9c65867f6cbc6a384872f23a6ab6698e6041a523e,0:0,2018/19,17:00,1600
299,Bundesliga,Sa. 11.05.2019,30,,,503,FC Admira Wacker Mödling,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,58f6bb1865ad33ac9a2760a68596e5f32e2e0b399e19ba2a30dfc6d5b1d97d9e,2:2,2018/19,17:00,3508
300,Bundesliga,Sa. 18.05.2019,31,,,4467,TSV Hartberg,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,e4c02e59db7cfbf28a40abab4ecaa11565650aca7202e4f9b69dc92e2ae9e901,3:1,2018/19,17:00,4701
301,Bundesliga,Sa. 25.05.2019,32,Alex Pastoor,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,170,SK Rapid Wien,431a763019a6d490b94dc012a785d511155da6d9b7a7ee1795791c1f6000b77d,1:2,2018/19,17:00,13500
302,ÖFB-Cup,So. 22.07.2018,1.Runde,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,,,4320,SC/ESV Parndorf,96de2e7cdeaf0b482f5cc8a983876560f94ce9b1c720eddd27b9d8f0bd0c0c50,0:3,2018/19,16:30,600
303,ÖFB-Cup,Di. 25.09.2018,2.Runde,Werner Grabherr,4-1-4-1,3551,SC Rheindorf Altach,,,10149,SV Leobendorf,6aaf4e72a13255c90d30e2fabd6ac8c9c2e98eb8624670d2857303f37751ad2e,1:2,2018/19,16:00,540
304,ÖFB-Cup,Mi. 31.10.2018,Achtelfinale,,,413,LASK,Werner Grabherr,4-4-2 doppel 6,3551,SC Rheindorf Altach,7b211489e4f5e1aeabda2cb5b5d9e1c169550dfa59ebb49269ad142ea53b1ebb,0:3,2018/19,18:30,2243
305,Bundesliga,So. 29.07.2018,1,,,4441,Wolfsberger AC,Dietmar Kühbauer,4-4-2 doppel 6,2662,SKN St. Pölten,4e89802b5a5de49a65d127f440dac83d83342a4da82ef7df4bdd62c8b6efd254,4:3,2018/19,17:00,2786
306,Bundesliga,So. 05.08.2018,2,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,,,413,LASK,6d2ddc866114108a943c7797d47c442a588462912fcef5fb825be6d4eef5ba75,0:0,2018/19,17:00,5061
307,Bundesliga,So. 12.08.2018,3,,,122,SK Sturm Graz,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,4b1793fb695fcf7f15d71bd52c5ef3549b7fc56ea5e52ef5e5d2362d9b7c5eb4,2:0,2018/19,17:00,3450
308,Bundesliga,Sa. 18.08.2018,4,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,,,2444,FC Wacker Innsbruck,7667ba116b5e2e23eafab6f8ec6546d478144f57d9163602f90fa7fc6db3d5a2,0:2,2018/19,17:00,4321
309,Bundesliga,Sa. 25.08.2018,5,,,14,FK Austria Wien,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,03aaebcc4ab5cff72765f3c727096b852fdae06ab07e99a679336a68c63e7cbd,0:0,2018/19,17:00,5424
310,Bundesliga,Sa. 01.09.2018,6,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,,,3551,SC Rheindorf Altach,f145a8a16a759b596cabd694e1f561927357042e760523a9b3001db912b837f3,1:2,2018/19,17:00,3248
311,Bundesliga,Sa. 15.09.2018,7,,,409,Red Bull Salzburg,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,b2ca050a3abbd791f39d9930ba32e7082e1c1d8ed54cea79f9bfde0aa2e692a0,1:3,2018/19,17:00,5511
312,Bundesliga,Sa. 22.09.2018,8,,,4467,TSV Hartberg,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,272c6c327614a4b2f9313efd7420e5f989dfbc109615322d08cc1f738303264d,3:0,2018/19,17:00,2565
313,Bundesliga,Sa. 29.09.2018,9,Dietmar Kühbauer,5-3-2,2662,SKN St. Pölten,,,170,SK Rapid Wien,2906ea653f6aa2cd87c8db8ae0649ef0bf7aaa73c024b900168dcb5309edff14,0:2,2018/19,17:00,15800
314,Bundesliga,Sa. 06.10.2018,10,,,503,FC Admira Wacker Mödling,Marcel Ketelaer,5-3-2,2662,SKN St. Pölten,f8fb7bf0d68b77954edc540c5ea179c7fc9886ffcab0bc58156e8e8c9c520a7f,0:0,2018/19,17:00,3187
315,Bundesliga,So. 21.10.2018,11,Ranko Popovic,5-3-2,2662,SKN St. Pölten,,,856,SV Mattersburg,8280c5419e9c64122222db2e311ab7441a057a60708fd18f540ac05e56a7a942,2:0,2018/19,14:30,1800
316,Bundesliga,So. 28.10.2018,12,Ranko Popovic,5-3-2,2662,SKN St. Pölten,,,4441,Wolfsberger AC,ad15b11ec6bdc5e68208cee8471ba93e9f69468ce08c7adefb19666f31d21895,1:0,2018/19,14:30,2586
317,Bundesliga,Sa. 03.11.2018,13,,,413,LASK,Ranko Popovic,3-4-3 flach,2662,SKN St. Pölten,8bf6e662a3e1deed3f3ae55e74390e5755b8ed4cc533883db1633cc19bb9ef7b,2:2,2018/19,17:00,4071
318,Bundesliga,Sa. 10.11.2018,14,Ranko Popovic,3-4-3 flach,2662,SKN St. Pölten,,,122,SK Sturm Graz,1f87c2178b454612f51783af1ceb81b9d82ecebad34719d4be67dc31aa9d943e,0:0,2018/19,17:00,9218
319,Bundesliga,So. 25.11.2018,15,,,2444,FC Wacker Innsbruck,Ranko Popovic,5-3-2,2662,SKN St. Pölten,6e548beb1a01eed955a4729ce5a859582f9ef55817fbb72b130908b3cea0c9f0,2:0,2018/19,14:30,2700
320,Bundesliga,Sa. 01.12.2018,16,Ranko Popovic,5-3-2,2662,SKN St. Pölten,,,14,FK Austria Wien,7f35ad39d0ac81b61db17a4ea04aec1fa18276b1c7af0a1fd4f26d58acc6e81f,2:0,2018/19,17:00,9025
321,Bundesliga,Sa. 08.12.2018,17,,,3551,SC Rheindorf Altach,Ranko Popovic,3-4-3 flach,2662,SKN St. Pölten,72e1cbe92a2b4c7dbb23ffe843a1f6f9f4fa1d6ac4f794e1eb830e6f3b019838,2:1,2018/19,17:00,2143
322,Bundesliga,So. 16.12.2018,18,Ranko Popovic,3-4-3 flach,2662,SKN St. Pölten,,,409,Red Bull Salzburg,324be4254c82d2e87499f840c9175aa381ac6ffdec5f9dca486c6e00c79f3da2,5:1,2018/19,14:30,5727
323,Bundesliga,So. 24.02.2019,19,Ranko Popovic,4-4-1-1,2662,SKN St. Pölten,,,4467,TSV Hartberg,3e4644764b219940d4683ccc8f602e4e6394f7e234cbb7d506112c4291f58257,1:1,2018/19,14:30,1965
324,Bundesliga,Sa. 02.03.2019,20,,,170,SK Rapid Wien,Ranko Popovic,3-5-2,2662,SKN St. Pölten,41462343bf3c258ccadf78b2a3d3a0d2e81b6754f1011208aed22a834f16d98d,0:4,2018/19,17:00,7195
325,Bundesliga,So. 10.03.2019,21,Ranko Popovic,?,2662,SKN St. Pölten,,,503,FC Admira Wacker Mödling,e0e3df5d0be87d8d0c27f56ce34e5c2f1523cae686995db13d3f3780550b6b82,3:2,2018/19,17:00,2350
326,Bundesliga,So. 17.03.2019,22,,,856,SV Mattersburg,Ranko Popovic,?,2662,SKN St. Pölten,c81c4b44717be8f2004e5639ec3097b82635dab86df21721aae8f224b440e6d6,0:1,2018/19,17:00,3041
327,Bundesliga,So. 31.03.2019,23,Ranko Popovic,3-5-2 offensiv,2662,SKN St. Pölten,,,122,SK Sturm Graz,1eaec0b9d3c24aa45e81cc79ce53faa20696a5a27d569c3859f36e480cd42ea6,0:1,2018/19,14:30,8567
328,Bundesliga,So. 07.04.2019,24,,,4441,Wolfsberger AC,Ranko Popovic,5-3-2,2662,SKN St. Pölten,5f9795514dec4ab7bf1f0ae4aad110f794422f0ced4b897b43edde0b683fb1b9,1:3,2018/19,14:30,2277
329,Bundesliga,So. 14.04.2019,25,Ranko Popovic,?,2662,SKN St. Pölten,,,413,LASK,3ec156e15aaa802314ccb8b70e75b29e1dc600694b4dd5889584ec22ab91fe45,0:0,2018/19,14:30,5187
330,Bundesliga,So. 21.04.2019,26,,,409,Red Bull Salzburg,Ranko Popovic,?,2662,SKN St. Pölten,9643a145bdebad81c2d51452694aa83b1fc5ca8924d6ee07e958bc2b14472fd8,1:1,2018/19,14:30,3514
331,Bundesliga,Mi. 24.04.2019,27,Ranko Popovic,?,2662,SKN St. Pölten,,,14,FK Austria Wien,8bc30c496b4339e69ccb88b083b6a1395f28bb53c744d2e1c331fc679242eb87,2:2,2018/19,19:00,7850
332,Bundesliga,So. 28.04.2019,28,,,14,FK Austria Wien,Ranko Popovic,3-4-3 flach,2662,SKN St. Pölten,f1768679b633d6da1dba2637eee37fb252f5ebdc7cdb81f01aa9476ea11b19d6,1:2,2018/19,14:30,4020
333,Bundesliga,So. 05.05.2019,29,,,122,SK Sturm Graz,Ranko Popovic,?,2662,SKN St. Pölten,06ea3ba57f49a1deea6f01cc0f0bd928a4c7e912491e74e6f76196d6224f76d0,0:1,2018/19,14:30,3337
334,Bundesliga,So. 12.05.2019,30,Ranko Popovic,3-4-2-1,2662,SKN St. Pölten,,,4441,Wolfsberger AC,6c8d91eb4b88f84aad3288a5d03380e5163dcebc6192f0df60d34d95dfba10d1,4:0,2018/19,14:30,2916
335,Bundesliga,So. 19.05.2019,31,,,413,LASK,Ranko Popovic,3-5-2 offensiv,2662,SKN St. Pölten,21b53c2328f17796b60ab02612f79053b3f578dab9b9371433e351e347f94b08,0:1,2018/19,17:00,3200
336,Bundesliga,So. 26.05.2019,32,Ranko Popovic,?,2662,SKN St. Pölten,,,409,Red Bull Salzburg,9807cfc6bd4ef82aa1ceb0a930fe61a6148367bd51b2add274ae54e9b9ae75d8,7:0,2018/19,17:00,16200
337,ÖFB-Cup,Fr. 20.07.2018,1.Runde,Dietmar Kühbauer,4-4-2 doppel 6,2662,SKN St. Pölten,,,16213,SK Maria Saal,2595a18b6a3fec4d7570aaf5e9aa20b3d5673829bfa761528ae67fe84359ac95,0:6,2018/19,18:30,1000
338,ÖFB-Cup,Mi. 26.09.2018,2.Runde,Dietmar Kühbauer,4-1-4-1,2662,SKN St. Pölten,,,10172,FC Pinzgau Saalfelden,6f9543d69ae84171fab5c6408dda3ab1847d3f828a064ad251c69e7a45024cbb,0:5,2018/19,19:00,600
339,ÖFB-Cup,Mi. 31.10.2018,Achtelfinale,Ranko Popovic,?,2662,SKN St. Pölten,,,19536,SV Lafnitz,7eb7e414940aabf78e646aa74e2bd8532dc37e315d88bbdc6bb824fc4b65ac0e,2:3,2018/19,19:00,720
340,ÖFB-Cup,Sa. 16.02.2019,Viertelfinale,Ranko Popovic,3-5-2 flach,2662,SKN St. Pölten,,,413,LASK,5919572a963f35be883db9c9b23d86e8d120a010fa04a1a4a271deef68e89f17,6:0,2018/19,12:00,5328
341,UEFA Champions League-Qualifikation,Mi. 25.07.2018,2.Runde Hinspiele,Heiko Vogel,5-4-1 flach,122,SK Sturm Graz,,,610,Ajax Amsterdam,c22d08e479abf69161cab050ce28c5a3095f4f07420b6f6d511b8c83bb7ae5f9,2:0,2018/19,20:30,53106
342,UEFA Champions League-Qualifikation,Mi. 01.08.2018,2.Runde Rückspiele,,,610,Ajax Amsterdam,Heiko Vogel,4-3-1-2,122,SK Sturm Graz,f455b7c359bf003a73475a8bf5e16899ef4d9a38768b160fe5f38498a6836f28,1:3,2018/19,20:30,15172
343,Europa League Qualifikation,Do. 09.08.2018,3.Runde Hinspiele,,,2156,AEK Larnaka,Heiko Vogel,3-5-2 offensiv,122,SK Sturm Graz,a475c87d220b1f2a34e514136413578f75bb949985fdd354c4e04cedb955cc11,0:2,2018/19,19:00,7650
344,Europa League Qualifikation,Do. 16.08.2018,3.Runde Rückspiele,Heiko Vogel,4-1-4-1,122,SK Sturm Graz,,,2156,AEK Larnaka,05c5e55a1c73a3178e14d5f034f347b529182e8695a8a3b24c020e7d0f545df0,5:0,2018/19,17:30,4145
345,Bundesliga,Sa. 28.07.2018,1,,,4467,TSV Hartberg,Heiko Vogel,3-5-2 flach,122,SK Sturm Graz,0c2d1f75b07d60fd84febdd9023924077ace0f21360c403e8799043cd6a3ab26,3:2,2018/19,17:00,10785
346,Bundesliga,Sa. 04.08.2018,2,Heiko Vogel,3-3-3-1,122,SK Sturm Graz,,,2444,FC Wacker Innsbruck,c8db4c597ca5d0abfb449ef80cc75efbffbb9122afbca5ed3c1fe983d4feb952,2:3,2018/19,17:00,7820
347,Bundesliga,So. 12.08.2018,3,Heiko Vogel,4-1-4-1,122,SK Sturm Graz,,,2662,SKN St. Pölten,4b1793fb695fcf7f15d71bd52c5ef3549b7fc56ea5e52ef5e5d2362d9b7c5eb4,2:0,2018/19,17:00,3450
348,Bundesliga,So. 19.08.2018,4,,,3551,SC Rheindorf Altach,Heiko Vogel,4-3-1-2,122,SK Sturm Graz,20c7f2a69ae99b849698c98df7ad1dbdfc6db71fe6ec6d30490d3e8be09f6ea4,1:1,2018/19,17:00,6712
349,Bundesliga,Sa. 25.08.2018,5,Heiko Vogel,5-3-2,122,SK Sturm Graz,,,4441,Wolfsberger AC,6028054963bf59c99400ce578e946fcea44cf005cbfbbc465b839b241473d087,1:1,2018/19,17:00,5635
350,Bundesliga,So. 02.09.2018,6,,,170,SK Rapid Wien,Heiko Vogel,5-3-2,122,SK Sturm Graz,950968b8ff33fc4a62bf8ba97aa3679574b4288c3687871a4407ed6ce34a0d1d,1:1,2018/19,17:00,14487
351,Bundesliga,Sa. 15.09.2018,7,Heiko Vogel,5-3-2,122,SK Sturm Graz,,,503,FC Admira Wacker Mödling,38324fac6dbf8faadc2c8f292d1cdeba66eb2934924e454ffebdb986317f73b1,2:3,2018/19,17:00,2400
352,Bundesliga,Sa. 22.09.2018,8,,,856,SV Mattersburg,Heiko Vogel,5-3-2,122,SK Sturm Graz,c2a7ffcb674fd6849974df38459fa851e012bdf51a51f63f186ea400b9618315,1:2,2018/19,17:00,6958
353,Bundesliga,So. 30.09.2018,9,Heiko Vogel,5-3-2,122,SK Sturm Graz,,,413,LASK,747002a2c9a6568297578f8cb1e966ff4b71bad10703cc9d23f1b6c4684757a5,0:0,2018/19,17:00,6009
354,Bundesliga,So. 07.10.2018,10,,,409,Red Bull Salzburg,Heiko Vogel,3-4-1-2,122,SK Sturm Graz,58b217c33d87e11903f9065872fbd4defb9b218971a83aa3be5b673277d82c31,1:2,2018/19,17:00,11147
355,Bundesliga,So. 21.10.2018,11,Heiko Vogel,4-2-3-1 ,122,SK Sturm Graz,,,14,FK Austria Wien,6cb86b3d1a647411b28ec40b0092774b4bb325004e9cffd28fad9ec82a0874eb,1:1,2018/19,17:00,11265
356,Bundesliga,Sa. 27.10.2018,12,Heiko Vogel,4-3-3 offensiv,122,SK Sturm Graz,,,4467,TSV Hartberg,0d5c7622673d4f1bea5bc36077e0fcefcfe021b0e11b18c39ae3717506481e01,2:0,2018/19,17:00,5024
357,Bundesliga,Sa. 03.11.2018,13,,,2444,FC Wacker Innsbruck,Heiko Vogel,4-1-4-1,122,SK Sturm Graz,98e0ed46a8b4a8bb5d238b3efe4e06b77c0a0094e5662ebd970e85d68d395775,1:1,2018/19,17:00,7867
358,Bundesliga,Sa. 10.11.2018,14,,,2662,SKN St. Pölten,Günther Neukirchner,4-4-2 Raute,122,SK Sturm Graz,1f87c2178b454612f51783af1ceb81b9d82ecebad34719d4be67dc31aa9d943e,0:0,2018/19,17:00,9218
359,Bundesliga,So. 25.11.2018,15,Roman Mählich,5-4-1 flach,122,SK Sturm Graz,,,3551,SC Rheindorf Altach,a30f41051f307d11e3379bc8eb3f47af7148efd5f8ca1f4ce068735477ae5cb4,0:2,2018/19,14:30,3876
360,Bundesliga,So. 02.12.2018,16,,,4441,Wolfsberger AC,Roman Mählich,3-4-2-1,122,SK Sturm Graz,9dcfe121a2b4de582400df2b7104614785a6acfad79d45da368566a08d57e7cf,3:0,2018/19,17:00,8074
361,Bundesliga,So. 09.12.2018,17,Roman Mählich,5-4-1 flach,122,SK Sturm Graz,,,170,SK Rapid Wien,7a472626d6bf6017df3dc513fd931b76adb1d8fa55b3a5033ac8c358aa411810,0:0,2018/19,17:00,17700
362,Bundesliga,Sa. 15.12.2018,18,,,503,FC Admira Wacker Mödling,Roman Mählich,5-4-1 flach,122,SK Sturm Graz,1e3f2456feb5decaa5ce834590aaa06694301a74e71107a5eb46c4666971c645,3:0,2018/19,17:00,7048
