,Feature,Pearson,Chi-2,RFE,Logistics,Random Forest,LightGBM,Total
107,htb_9,False,False,False,False,False,False,0
108,htb_8,False,False,False,False,False,False,0
109,htb_15,False,False,False,False,False,False,0
110,htb_14,False,False,False,False,False,False,0
111,htb_12,False,False,False,False,False,False,0
112,htb_11,False,False,False,False,False,False,0
113,htb_10,False,False,False,False,False,False,0
114,htb_0,False,False,False,False,False,False,0
115,homeTotalGoalsShoot_90,False,False,False,False,False,False,0
116,homeTotalGoalsShoot_70,False,False,False,False,False,False,0
117,homeTotalGoalsReceived_90,False,False,False,False,False,False,0
118,homeTotalGoalsReceived_70,False,False,False,False,False,False,0
119,homeTotalGoalsReceived_50,False,False,False,False,False,False,0
120,homeTotalGoalsReceived_30,False,False,False,False,False,False,0
121,homeTotalGoalsReceived_10,False,False,False,False,False,False,0
122,homeTeamGoalsShootAway_90,False,False,False,False,False,False,0
123,homeTeamGoalsShootAway_70,False,False,False,False,False,False,0
124,homeTeamGoalsReceivedAway_90,False,False,False,False,False,False,0
125,homeTeamGoalsReceivedAway_70,False,False,False,False,False,False,0
126,homeTeamGoalsReceivedAway_50,False,False,False,False,False,False,0
127,homeTeamGoalsReceivedAtHome_90,False,False,False,False,False,False,0
128,homeTeamGoalsReceivedAtHome_70,False,False,False,False,False,False,0
129,homeTeamGoalsReceivedAtHome_50,False,False,False,False,False,False,0
130,homeTeamGoalsReceivedAtHome_30,False,False,False,False,False,False,0
131,homeTeamGoalsDiffAway_30,False,False,False,False,False,False,0
132,homeTeamGoalsDiffAway_10,False,False,False,False,False,False,0
133,hoamAvgPoints_90,False,False,False,False,False,False,0
134,guestTotalGoalsShoot_90,False,False,False,False,False,False,0
135,guestTotalGoalsShoot_70,False,False,False,False,False,False,0
136,guestTotalGoalsShoot_30,False,False,False,False,False,False,0
137,guestTotalGoalsShoot,False,False,False,False,False,False,0
138,guestTotalGoalsReceived_70,False,False,False,False,False,False,0
139,guestTotalGoalsReceived_50,False,False,False,False,False,False,0
140,guestTotalGoalsReceived_10,False,False,False,False,False,False,0
141,guestTotalGoalDiff_90,False,False,False,False,False,False,0
142,guestTotalGoalDiff_70,False,False,False,False,False,False,0
143,guestTotalGoalDiff_50,False,False,False,False,False,False,0
144,guestTotalGoalDiff_30,False,False,False,False,False,False,0
145,guestTotalGoalDiff_10,False,False,False,False,False,False,0
146,guestTotalGoalDiff,False,False,False,False,False,False,0
147,guestTeamGoalsDiffAway_50,False,False,False,False,False,False,0
148,guestTeamGoalsDiffAway_30,False,False,False,False,False,False,0
149,guestTeamGoalsDiffAtHome_50,False,False,False,False,False,False,0
150,guestTeamGoalsDiffAtHome_30,False,False,False,False,False,False,0
151,guestAvgpoints_90,False,False,False,False,False,False,0
152,guestAvgpoints_70,False,False,False,False,False,False,0
153,guestAvgpoints_50,False,False,False,False,False,False,0
154,guestAvgpoints_30,False,False,False,False,False,False,0
155,guestAvgpoints_10,False,False,False,False,False,False,0
156,gtb_9,False,False,False,False,False,False,0
157,gtb_5,False,False,False,False,False,False,0
158,gtb_4,False,False,False,False,False,False,0
159,gtb_15,False,False,False,False,False,False,0
160,gtb_14,False,False,False,False,False,False,0
161,gtb_12,False,False,False,False,False,False,0
162,gtb_11,False,False,False,False,False,False,0
163,gtb_10,False,False,False,False,False,False,0
164,gtb_0,False,False,False,False,False,False,0
