,Feature,Pearson,Chi-2,RFE,Logistics,Random Forest,LightGBM,Total
1017,guest_coach_Niko Kovac,False,False,False,False,False,False,0
1018,guest_coach_Nestor El Maestro,False,False,False,False,False,False,0
1019,guest_coach_Nenad Bjelica,False,False,False,False,False,False,0
1020,guest_coach_Mladen Posavec,False,False,False,False,False,False,0
1021,guest_coach_Miroslav Polak,False,False,False,False,False,False,0
1022,guest_coach_Miron Muslic,False,False,False,False,False,False,0
1023,guest_coach_Mike Büskens,False,False,False,False,False,False,0
1024,guest_coach_Michael Streiter,False,False,False,False,False,False,0
1025,guest_coach_Michael Steiner,False,False,False,False,False,False,0
1026,guest_coach_Michael Kopf,False,False,False,False,False,False,0
1027,guest_coach_Michael Horvath,False,False,False,False,False,False,0
1028,guest_coach_Michael Fuchs †,False,False,False,False,False,False,0
1029,guest_coach_Michael Baur,False,False,False,False,False,False,0
1030,guest_coach_Michael Angerschmid,False,False,False,False,False,False,0
1031,guest_coach_Max Babler,False,False,False,False,False,False,0
1032,guest_coach_Maurizio Jacobacci,False,False,False,False,False,False,0
1033,guest_coach_Matthias Hamann,False,False,False,False,False,False,0
1034,guest_coach_Masanori Hamayoshi,False,False,False,False,False,False,0
1035,guest_coach_Martin Scherb,False,False,False,False,False,False,0
1036,guest_coach_Martin Hiden,False,False,False,False,False,False,0
1037,guest_coach_Markus Schopp,False,False,False,False,False,False,0
1038,guest_coach_Markus Schmidt,False,False,False,False,False,False,0
1039,guest_coach_Markus Mader,False,False,False,False,False,False,0
1040,guest_coach_Markus Karner,False,False,False,False,False,False,0
1041,guest_coach_Mario Posch,False,False,False,False,False,False,0
1042,guest_coach_Mario Handl,False,False,False,False,False,False,0
1043,guest_coach_Marco Rose,False,False,False,False,False,False,0
1044,guest_coach_Manfred Bender,False,False,False,False,False,False,0
1045,guest_coach_Lassaad Chabbi,False,False,False,False,False,False,0
1046,guest_coach_Kurt Jusits,False,False,False,False,False,False,0
1047,guest_coach_Kurt Garger,False,False,False,False,False,False,0
1048,guest_coach_Klaus Schmidt,False,False,False,False,False,False,0
1049,guest_coach_Karl Daxbacher,False,False,False,False,False,False,0
1050,guest_coach_Jürgen Halper,False,False,False,False,False,False,0
1051,guest_coach_Jörn Andersen,False,False,False,False,False,False,0
1052,guest_coach_Joze Prelogar,False,False,False,False,False,False,0
1053,guest_coach_Johann Kleer,False,False,False,False,False,False,0
1054,guest_coach_Johann Dihanich,False,False,False,False,False,False,0
1055,guest_coach_Jochen Fallmann,False,False,False,False,False,False,0
1056,guest_coach_Jesse Marsch,False,False,False,False,False,False,0
1057,guest_coach_Janusz Góra,False,False,False,False,False,False,0
1058,guest_coach_Ivo Istuk,False,False,False,False,False,False,0
1059,guest_coach_Ivica Vastic,False,False,False,False,False,False,0
1060,guest_coach_Huub Stevens,False,False,False,False,False,False,0
1061,guest_coach_Herbert Gager,False,False,False,False,False,False,0
1062,guest_coach_Helmut Kraft,False,False,False,False,False,False,0
1063,guest_coach_Heinz Fuchsbichler,False,False,False,False,False,False,0
1064,guest_coach_Heimo Pfeifenberger,False,False,False,False,False,False,0
1065,guest_coach_Heiko Vogel,False,False,False,False,False,False,0
1066,guest_coach_Harald Suchard,False,False,False,False,False,False,0
1067,guest_coach_Hans Kogler,False,False,False,False,False,False,0
1068,guest_coach_Günther Neukirchner,False,False,False,False,False,False,0
1069,guest_coach_Günther Kerber,False,False,False,False,False,False,0
1070,guest_coach_Günther Gorenzel-Simonitsch,False,False,False,False,False,False,0
1071,guest_coach_Günter Kreissl,False,False,False,False,False,False,0
1072,guest_coach_Goran Djuricin,False,False,False,False,False,False,0
1073,guest_coach_Gernot Plassnegger,False,False,False,False,False,False,0
1074,guest_coach_Gerhard Struber,False,False,False,False,False,False,0
1075,guest_coach_Gerhard Schweitzer,False,False,False,False,False,False,0
1076,guest_coach_Gerhard Fellner,False,False,False,False,False,False,0
1077,guest_coach_Gerald Scheiblehner,False,False,False,False,False,False,0
1078,guest_coach_Gerald Perzy,False,False,False,False,False,False,0
1079,guest_coach_Gerald Baumgartner,False,False,False,False,False,False,0
1080,guest_coach_Georg Zellhofer,False,False,False,False,False,False,0
1081,guest_coach_Fuad Djulic,False,False,False,False,False,False,0
1082,guest_coach_Frenkie Schinkels,False,False,False,False,False,False,0
1083,guest_coach_Franz Schiemer,False,False,False,False,False,False,0
1084,guest_coach_Franz Ponweiser,False,False,False,False,False,False,0
1085,guest_coach_Franz Polanz,False,False,False,False,False,False,0
1086,guest_coach_Franz Maresch,False,False,False,False,False,False,0
1087,guest_coach_Franz Lederer,False,False,False,False,False,False,0
1088,guest_coach_Franco Foda,False,False,False,False,False,False,0
1089,guest_coach_Florian Schwarz,False,False,False,False,False,False,0
1090,guest_coach_Florian Klausner,False,False,False,False,False,False,0
1091,guest_coach_Ferdinand Feldhofer,False,False,False,False,False,False,0
1092,guest_coach_Erwin Wawra,False,False,False,False,False,False,0
1093,guest_coach_Ernő Doma,False,False,False,False,False,False,0
1094,guest_coach_Ernst Baumeister,False,False,False,False,False,False,0
1095,guest_coach_Edmund Stöhr,False,False,False,False,False,False,0
1096,guest_coach_Dominik Glawogger,False,False,False,False,False,False,0
1097,guest_coach_Dietmar Kühbauer,False,False,False,False,False,False,0
1098,guest_coach_David Wimleitner,False,False,False,False,False,False,0
1099,guest_coach_David Preiß,False,False,False,False,False,False,0
1100,guest_coach_Darko Milanic,False,False,False,False,False,False,0
1101,guest_coach_Daniel Stendel,False,False,False,False,False,False,0
1102,guest_coach_Daniel Madlener,False,False,False,False,False,False,0
1103,guest_coach_Daniel Ernemann,False,False,False,False,False,False,0
1104,guest_coach_Damir Canadi,False,False,False,False,False,False,0
1105,guest_coach_Damir Buric,False,False,False,False,False,False,0
1106,guest_coach_Christoph Westerthaler,False,False,False,False,False,False,0
1107,guest_coach_Christoph Glatzer,False,False,False,False,False,False,0
1108,guest_coach_Christian Ilzer,False,False,False,False,False,False,0
1109,guest_coach_Christian Benbennek,False,False,False,False,False,False,0
1110,guest_coach_Carsten Jancker,False,False,False,False,False,False,0
1111,guest_coach_Bruno Friesenbichler,False,False,False,False,False,False,0
1112,guest_coach_Bo Svensson,False,False,False,False,False,False,0
1113,guest_coach_Armand Benneker,False,False,False,False,False,False,0
1114,guest_coach_Andreas Wieland,False,False,False,False,False,False,0
1115,guest_coach_Andreas Ogris,False,False,False,False,False,False,0
1116,guest_coach_Andreas Moriggl,False,False,False,False,False,False,0
1117,guest_coach_Andreas Lipa,False,False,False,False,False,False,0
1118,guest_coach_Andreas Heraf,False,False,False,False,False,False,0
1119,guest_coach_Alfred Tatar,False,False,False,False,False,False,0
1120,guest_coach_Alfred Schreuder,False,False,False,False,False,False,0
1121,guest_coach_Alfred Olzinger,False,False,False,False,False,False,0
1122,guest_coach_Alexander Schmidt,False,False,False,False,False,False,0
1123,guest_coach_Alex Pastoor,False,False,False,False,False,False,0
1124,guest_coach_Ales Ceh,False,False,False,False,False,False,0
1125,guest_coach_Adnan Kaltak,False,False,False,False,False,False,0
1126,guest_coach_Adam Kensy,False,False,False,False,False,False,0
1127,guest_coach_Abdulah Ibrakovic,False,False,False,False,False,False,0
1128,guest_coach_?,False,False,False,False,False,False,0
1129,guestTotalGoalsShoot_90,False,False,False,False,False,False,0
1130,guestTotalGoalsShoot_70,False,False,False,False,False,False,0
1131,guestTotalGoalsReceived_70,False,False,False,False,False,False,0
1132,guestTotalGoalsReceived_50,False,False,False,False,False,False,0
1133,guestTotalGoalsReceived_30,False,False,False,False,False,False,0
1134,guestTotalGoalDiff_50,False,False,False,False,False,False,0
1135,guestTotalGoalDiff_30,False,False,False,False,False,False,0
1136,guestTotalGoalDiff_10,False,False,False,False,False,False,0
1137,guestTotalGoalDiff,False,False,False,False,False,False,0
1138,guestTeamGoalsShootAway_90,False,False,False,False,False,False,0
1139,guestTeamGoalsShootAtHome_70,False,False,False,False,False,False,0
1140,guestTeamGoalsDiffAway_50,False,False,False,False,False,False,0
1141,guestTeamGoalsDiffAway_30,False,False,False,False,False,False,0
1142,guestTeamGoalsDiffAtHome_70,False,False,False,False,False,False,0
1143,guestAvgpoints_70,False,False,False,False,False,False,0
1144,guestAvgpoints_10,False,False,False,False,False,False,0
1145,guestAvgpoints,False,False,False,False,False,False,0
1146,gtb_>15,False,False,False,False,False,False,0
1147,gtb_9,False,False,False,False,False,False,0
1148,gtb_8,False,False,False,False,False,False,0
1149,gtb_7,False,False,False,False,False,False,0
1150,gtb_6,False,False,False,False,False,False,0
1151,gtb_5,False,False,False,False,False,False,0
1152,gtb_4,False,False,False,False,False,False,0
1153,gtb_3,False,False,False,False,False,False,0
1154,gtb_2,False,False,False,False,False,False,0
1155,gtb_15,False,False,False,False,False,False,0
1156,gtb_14,False,False,False,False,False,False,0
1157,gtb_13,False,False,False,False,False,False,0
1158,gtb_12,False,False,False,False,False,False,0
1159,gtb_11,False,False,False,False,False,False,0
1160,gtb_10,False,False,False,False,False,False,0
1161,gtb_0,False,False,False,False,False,False,0
1162,gameday_Zwischenrunde - Rückspiele,False,False,False,False,False,False,0
1163,gameday_Zwischenrunde - Hinspiele,False,False,False,False,False,False,0
1164,gameday_Viertelfinale - Rückspiele,False,False,False,False,False,False,0
1165,gameday_Viertelfinale - Hinspiele,False,False,False,False,False,False,0
1166,gameday_Viertelfinale,False,False,False,False,False,False,0
1167,gameday_Relegation Rückspiele,False,False,False,False,False,False,0
1168,gameday_Relegation Hinspiele,False,False,False,False,False,False,0
1169,gameday_Qualifikationsrunde - Rückspiele,False,False,False,False,False,False,0
1170,gameday_Qualifikationsrunde - Hinspiele,False,False,False,False,False,False,0
1171,gameday_Halbfinale - Rückspiele,False,False,False,False,False,False,0
1172,gameday_Halbfinale - Hinspiele,False,False,False,False,False,False,0
1173,gameday_Halbfinale,False,False,False,False,False,False,0
1174,gameday_Gruppe K,False,False,False,False,False,False,0
1175,gameday_Gruppe I,False,False,False,False,False,False,0
1176,gameday_Gruppe G,False,False,False,False,False,False,0
1177,gameday_Gruppe F,False,False,False,False,False,False,0
1178,gameday_Gruppe E,False,False,False,False,False,False,0
1179,gameday_Gruppe D,False,False,False,False,False,False,0
1180,gameday_Gruppe C,False,False,False,False,False,False,0
1181,gameday_Gruppe B,False,False,False,False,False,False,0
1182,gameday_Gruppe A,False,False,False,False,False,False,0
1183,gameday_Finale - Rückspiel,False,False,False,False,False,False,0
1184,gameday_Finale - Hinspiel,False,False,False,False,False,False,0
1185,gameday_Finale,False,False,False,False,False,False,0
1186,gameday_Achtelfinale - Rückspiele,False,False,False,False,False,False,0
1187,gameday_Achtelfinale - Hinspiele,False,False,False,False,False,False,0
1188,gameday_Achtelfinale,False,False,False,False,False,False,0
1189,gameday_9,False,False,False,False,False,False,0
1190,gameday_8,False,False,False,False,False,False,0
1191,gameday_7,False,False,False,False,False,False,0
1192,gameday_6,False,False,False,False,False,False,0
1193,gameday_5,False,False,False,False,False,False,0
1194,gameday_4.Runde Rückspiele,False,False,False,False,False,False,0
1195,gameday_4.Runde Hinspiele,False,False,False,False,False,False,0
1196,gameday_4,False,False,False,False,False,False,0
1197,gameday_36,False,False,False,False,False,False,0
1198,gameday_35,False,False,False,False,False,False,0
1199,gameday_34,False,False,False,False,False,False,0
1200,gameday_33,False,False,False,False,False,False,0
1201,gameday_32,False,False,False,False,False,False,0
1202,gameday_31,False,False,False,False,False,False,0
1203,gameday_3.Runde Hinspiele,False,False,False,False,False,False,0
1204,gameday_3,False,False,False,False,False,False,0
1205,gameday_28,False,False,False,False,False,False,0
1206,gameday_27,False,False,False,False,False,False,0
1207,gameday_26,False,False,False,False,False,False,0
1208,gameday_25,False,False,False,False,False,False,0
1209,gameday_24,False,False,False,False,False,False,0
1210,gameday_23,False,False,False,False,False,False,0
1211,gameday_22,False,False,False,False,False,False,0
1212,gameday_21,False,False,False,False,False,False,0
1213,gameday_20,False,False,False,False,False,False,0
1214,gameday_2.Runde Rückspiele,False,False,False,False,False,False,0
1215,gameday_2.Runde Hinspiele,False,False,False,False,False,False,0
1216,gameday_2.Runde,False,False,False,False,False,False,0
1217,gameday_2,False,False,False,False,False,False,0
1218,gameday_19,False,False,False,False,False,False,0
1219,gameday_18,False,False,False,False,False,False,0
1220,gameday_17,False,False,False,False,False,False,0
1221,gameday_16,False,False,False,False,False,False,0
1222,gameday_15,False,False,False,False,False,False,0
1223,gameday_14,False,False,False,False,False,False,0
1224,gameday_13,False,False,False,False,False,False,0
1225,gameday_12,False,False,False,False,False,False,0
1226,gameday_1.Runde Rückspiele,False,False,False,False,False,False,0
1227,gameday_1.Runde Hinspiele,False,False,False,False,False,False,0
1228,gameday_1,False,False,False,False,False,False,0
1229,day_9,False,False,False,False,False,False,0
1230,day_8,False,False,False,False,False,False,0
1231,day_7,False,False,False,False,False,False,0
1232,day_6,False,False,False,False,False,False,0
1233,day_5,False,False,False,False,False,False,0
1234,day_4,False,False,False,False,False,False,0
1235,day_31,False,False,False,False,False,False,0
1236,day_30,False,False,False,False,False,False,0
1237,day_3,False,False,False,False,False,False,0
1238,day_29,False,False,False,False,False,False,0
1239,day_28,False,False,False,False,False,False,0
1240,day_27,False,False,False,False,False,False,0
1241,day_26,False,False,False,False,False,False,0
1242,day_25,False,False,False,False,False,False,0
1243,day_24,False,False,False,False,False,False,0
1244,day_23,False,False,False,False,False,False,0
1245,day_22,False,False,False,False,False,False,0
1246,day_21,False,False,False,False,False,False,0
1247,day_20,False,False,False,False,False,False,0
1248,day_2,False,False,False,False,False,False,0
1249,day_19,False,False,False,False,False,False,0
1250,day_18,False,False,False,False,False,False,0
1251,day_17,False,False,False,False,False,False,0
1252,day_16,False,False,False,False,False,False,0
1253,day_15,False,False,False,False,False,False,0
1254,day_14,False,False,False,False,False,False,0
1255,day_13,False,False,False,False,False,False,0
1256,day_12,False,False,False,False,False,False,0
1257,day_11,False,False,False,False,False,False,0
1258,day_10,False,False,False,False,False,False,0
1259,day_1,False,False,False,False,False,False,0
1260,competition_UEFA Champions League-Qualifikation,False,False,False,False,False,False,0
1261,competition_UEFA Champions League,False,False,False,False,False,False,0
1262,competition_Relegation Erste Liga,False,False,False,False,False,False,0
1263,competition_Relegation Bundesliga,False,False,False,False,False,False,0
1264,competition_Regionalliga West,False,False,False,False,False,False,0
1265,competition_Regionalliga Ost,False,False,False,False,False,False,0
1266,competition_Europa League Qualifikation,False,False,False,False,False,False,0
1267,competition_Europa League,False,False,False,False,False,False,0
1268,competition_EFL Cup,False,False,False,False,False,False,0
1269,competition_DFB-Pokal,False,False,False,False,False,False,0
1270,competition_Championship,False,False,False,False,False,False,0
1271,competition_Bundesliga Europa League-Play-off,False,False,False,False,False,False,0
1272,competition_Bundesliga,False,False,False,False,False,False,0
